gene_symbol	uniprot	tdl	tdl_priority
TECR	Q9NZ01	Tbio	3
TECRL	Q5HYJ1	Tbio	3
TECTA	O75443	Tbio	3
TECTB	Q96PL2	Tbio	3
TEDC1	Q86SX3	Tdark	4
TEDC2	Q7L2K0	Tdark	4
TEDDM1	Q5T9Z0	Tdark	4
TEF	Q10587	Tbio	3
TEFM	Q96QE5	Tbio	3
TEK	Q02763	Tclin	1
TEKT1	Q969V4	Tbio	3
TEKT2	Q9UIF3	Tbio	3
TEKT3	Q9BXF9	Tbio	3
TEKT4	Q8WW24	Tbio	3
TEKT5	Q96M29	Tbio	3
TELO2	Q9Y4R8	Tbio	3
TEN1	Q86WV5	Tbio	3
TENM1	Q9UKZ4	Tbio	3
TENM2	Q9NT68	Tbio	3
TENM3	Q9P273	Tbio	3
TENM4	Q6N022	Tbio	3
TENT2	Q6PIY7	Tbio	3
TENT4A	Q5XG87	Tbio	3
TENT4B	Q8NDF8	Tbio	3
TENT5A	Q96IP4	Tbio	3
TENT5B	Q96A09	Tdark	4
TENT5C	Q5VWP2	Tbio	3
TENT5D	Q8NEK8	Tbio	3
TEP1	Q99973	Tbio	3
TEPP	Q6URK8	Tdark	4
TEPSIN	Q96N21	Tdark	4
TERB1	Q8NA31	Tdark	4
TERB2	Q8NHR7	Tdark	4
TERF1	P54274	Tbio	3
TERF2	Q15554	Tbio	3
TERF2IP	Q9NYB0	Tchem	2
TERT	O14746	Tchem	2
TES	Q9UGI8	Tbio	3
TESC	Q96BS2	Tbio	3
TESK1	Q15569	Tchem	2
TESK2	Q96S53	Tchem	2
TESMIN	Q9Y4I5	Tbio	3
TESPA1	A2RU30	Tbio	3
TET1	Q8NFU7	Tbio	3
TET2	Q6N021	Tbio	3
TET3	O43151	Tbio	3
TEX10	Q9NXF1	Tdark	4
TEX101	Q9BY14	Tbio	3
TEX11	Q8IYF3	Tbio	3
TEX12	Q9BXU0	Tdark	4
TEX13A	Q9BXU3	Tdark	4
TEX13B	Q9BXU2	Tdark	4
TEX13C	A0A0J9YWL9	Tdark	4
TEX13D	A0A0J9YY54	Tdark	4
TEX14	Q8IWB6	Tbio	3
TEX15	Q9BXT5	Tbio	3
TEX19	Q8NA77	Tdark	4
TEX2	Q8IWB9	Tbio	3
TEX22	C9J3V5	Tdark	4
TEX26	Q8N6G2	Tdark	4
TEX261	Q6UWH6	Tdark	4
TEX264	Q9Y6I9	Tdark	4
TEX28	O15482	Tdark	4
TEX28P1	O15482	Tdark	4
TEX28P2	O15482	Tdark	4
TEX29	Q8N6K0	Tdark	4
TEX30	Q5JUR7	Tdark	4
TEX33	O43247	Tdark	4
TEX35	Q5T0J7	Tdark	4
TEX36	Q5VZQ5	Tdark	4
TEX37	Q96LM6	Tdark	4
TEX38	Q6PEX7	Tdark	4
TEX43	Q6ZNM6	Tdark	4
TEX44	Q53QW1	Tdark	4
TEX45	Q8NA69	Tdark	4
TEX46	H3BTG2	Tdark	4
TEX47	Q8TBZ9	Tdark	4
TEX48	A0A1B0GUV7	Tdark	4
TEX49	A0A1B0GTD5	Tdark	4
TEX50	A0A1B0GTY4	Tdark	4
TEX51	A0A1B0GUA7	Tdark	4
TEX52	A6NCN8	Tdark	4
TEX53	A0A1B0GU33	Tdark	4
TEX54	A0A1B0GVG6	Tdark	4
TEX55	Q96M34	Tdark	4
TEX9	Q8N6V9	Tdark	4
TF	P02787	Tbio	3
TFAM	Q00059	Tbio	3
TFAP2A	P05549	Tbio	3
TFAP2B	Q92481	Tbio	3
TFAP2C	Q92754	Tbio	3
TFAP2D	Q7Z6R9	Tdark	4
TFAP2E	Q6VUC0	Tbio	3
TFAP4	Q01664	Tbio	3
TFB1M	Q8WVM0	Tbio	3
TFB2M	Q9H5Q4	Tbio	3
TFCP2	Q12800	Tbio	3
TFCP2L1	Q9NZI6	Tbio	3
TFDP1	Q14186	Tbio	3
TFDP2	Q14188	Tbio	3
TFDP3	Q5H9I0	Tbio	3
TFE3	P19532	Tbio	3
TFEB	P19484	Tbio	3
TFEC	O14948	Tbio	3
TFF1	P04155	Tbio	3
TFF2	Q03403	Tbio	3
TFF3	Q07654	Tbio	3
TFG	Q92734	Tbio	3
TFIP11	Q9UBB9	Tbio	3
TFPI	P10646	Tchem	2
TFPI2	P48307	Tbio	3
TFPT	P0C1Z6	Tbio	3
TFR2	Q9UP52	Tbio	3
TFRC	P02786	Tbio	3
TG	P01266	Tbio	3
TGDS	O95455	Tbio	3
TGFA	P01135	Tbio	3
TGFB1	P01137	Tchem	2
TGFB1I1	O43294	Tbio	3
TGFB2	P61812	Tbio	3
TGFB3	P10600	Tbio	3
TGFBI	Q15582	Tbio	3
TGFBR1	P36897	Tchem	2
TGFBR2	P37173	Tchem	2
TGFBR3	Q03167	Tbio	3
TGFBR3L	H3BV60	Tdark	4
TGFBRAP1	Q8WUH2	Tbio	3
TGIF1	Q15583	Tbio	3
TGIF2	Q9GZN2	Tbio	3
TGIF2LX	Q8IUE1	Tbio	3
TGIF2LY	Q8IUE0	Tdark	4
TGM1	P22735	Tchem	2
TGM2	P21980	Tchem	2
TGM3	Q08188	Tchem	2
TGM4	P49221	Tbio	3
TGM5	O43548	Tbio	3
TGM6	O95932	Tchem	2
TGM7	Q96PF1	Tdark	4
TGOLN2	O43493	Tbio	3
TGS1	Q96RS0	Tbio	3
TH	P07101	Tclin	1
THADA	Q6YHU6	Tbio	3
THAP1	Q9NVV9	Tbio	3
THAP10	Q9P2Z0	Tdark	4
THAP11	Q96EK4	Tbio	3
THAP12	O43422	Tbio	3
THAP2	Q9H0W7	Tdark	4
THAP3	Q8WTV1	Tdark	4
THAP4	Q8WY91	Tbio	3
THAP5	Q7Z6K1	Tdark	4
THAP6	Q8TBB0	Tdark	4
THAP7	Q9BT49	Tbio	3
THAP8	Q8NA92	Tdark	4
THAP9	Q9H5L6	Tbio	3
THBD	P07204	Tbio	3
THBS1	P07996	Tbio	3
THBS2	P35442	Tbio	3
THBS3	P49746	Tbio	3
THBS4	P35443	Tbio	3
THEG	Q9P2T0	Tdark	4
THEGL	P0DJG4	Tdark	4
THEM4	Q5T1C6	Tbio	3
THEM5	Q8N1Q8	Tbio	3
THEM6	Q8WUY1	Tbio	3
THEMIS	Q8N1K5	Tbio	3
THEMIS2	Q5TEJ8	Tbio	3
THG1L	Q9NWX6	Tbio	3
THNSL1	Q8IYQ7	Tdark	4
THNSL2	Q86YJ6	Tbio	3
THOC1	Q96FV9	Tbio	3
THOC2	Q8NI27	Tbio	3
THOC3	Q96J01	Tbio	3
THOC5	Q13769	Tbio	3
THOC6	Q86W42	Tbio	3
THOC7	Q6I9Y2	Tbio	3
THOP1	P52888	Tbio	3
THPO	P40225	Tbio	3
THRA	P10827	Tclin	1
THRAP3	Q9Y2W1	Tbio	3
THRB	P10828	Tclin	1
THRSP	Q92748	Tbio	3
THSD1	Q9NS62	Tbio	3
THSD4	Q6ZMP0	Tbio	3
THSD7A	Q9UPZ6	Tbio	3
THSD7B	Q9C0I4	Tdark	4
THSD8	A0A1W2PP97	Tdark	4
THTPA	Q9BU02	Tbio	3
THUMPD1	Q9NXG2	Tbio	3
THUMPD2	Q9BTF0	Tdark	4
THUMPD3	Q9BV44	Tdark	4
THY1	P04216	Tbio	3
THYN1	Q9P016	Tbio	3
TIA1	P31483	Tbio	3
TIAF1	O95411	Tbio	3
TIAL1	Q01085	Tbio	3
TIAM1	Q13009	Tbio	3
TIAM2	Q8IVF5	Tbio	3
TICAM1	Q8IUC6	Tbio	3
TICAM2	Q86XR7	Tbio	3
TICRR	Q7Z2Z1	Tbio	3
TIE1	P35590	Tchem	2
TIFA	Q96CG3	Tbio	3
TIFAB	Q6ZNK6	Tbio	3
TIGAR	Q9NQ88	Tbio	3
TIGD1	Q96MW7	Tbio	3
TIGD2	Q4W5G0	Tdark	4
TIGD3	Q6B0B8	Tdark	4
TIGD4	Q8IY51	Tdark	4
TIGD5	Q53EQ6	Tdark	4
TIGD6	Q17RP2	Tdark	4
TIGD7	Q6NT04	Tdark	4
TIGIT	Q495A1	Tbio	3
TIMD4	Q96H15	Tbio	3
TIMELESS	Q9UNS1	Tbio	3
TIMM10	P62072	Tbio	3
TIMM10B	Q9Y5J6	Tdark	4
TIMM13	Q9Y5L4	Tdark	4
TIMM17A	Q99595	Tbio	3
TIMM17B	O60830	Tdark	4
TIMM21	Q9BVV7	Tbio	3
TIMM22	Q9Y584	Tbio	3
TIMM23	O14925	Tbio	3
TIMM23B	Q5SRD1	Tdark	4
TIMM29	Q9BSF4	Tdark	4
TIMM44	O43615	Tbio	3
TIMM50	Q3ZCQ8	Tbio	3
TIMM8A	O60220	Tbio	3
TIMM8B	Q9Y5J9	Tbio	3
TIMM9	Q9Y5J7	Tbio	3
TIMMDC1	Q9NPL8	Tbio	3
TIMP1	P01033	Tbio	3
TIMP2	P16035	Tbio	3
TIMP3	P35625	Tbio	3
TIMP4	Q99727	Tbio	3
TINAG	Q9UJW2	Tbio	3
TINAGL1	Q9GZM7	Tbio	3
TINF2	Q9BSI4	Tbio	3
TIPARP	Q7Z3E1	Tbio	3
TIPIN	Q9BVW5	Tbio	3
TIPRL	O75663	Tbio	3
TIRAP	P58753	Tbio	3
TJAP1	Q5JTD0	Tbio	3
TJP1	Q07157	Tbio	3
TJP2	Q9UDY2	Tbio	3
TJP3	O95049	Tbio	3
TK1	P04183	Tchem	2
TK2	O00142	Tchem	2
TKFC	Q3LXA3	Tbio	3
TKT	P29401	Tchem	2
TKTL1	P51854	Tbio	3
TKTL2	Q9H0I9	Tbio	3
TLCD1	Q96CP7	Tdark	4
TLCD2	A6NGC4	Tdark	4
TLCD3A	Q8TBR7	Tdark	4
TLCD3B	Q71RH2	Tdark	4
TLCD4	Q96MV1	Tdark	4
TLCD5	Q6ZRR5	Tdark	4
TLDC2	A0PJX2	Tdark	4
TLE1	Q04724	Tbio	3
TLE2	Q04725	Tbio	3
TLE3	Q04726	Tbio	3
TLE4	Q04727	Tbio	3
TLE5	Q08117	Tbio	3
TLE6	Q9H808	Tbio	3
TLE7	A0A1W2PR48	Tdark	4
TLK1	Q9UKI8	Tchem	2
TLK2	Q86UE8	Tchem	2
TLL1	O43897	Tbio	3
TLL2	Q9Y6L7	Tbio	3
TLN1	Q9Y490	Tbio	3
TLN2	Q9Y4G6	Tbio	3
TLNRD1	Q9H1K6	Tdark	4
TLR1	Q15399	Tbio	3
TLR10	Q9BXR5	Tbio	3
TLR2	O60603	Tchem	2
TLR3	O15455	Tbio	3
TLR4	O00206	Tchem	2
TLR5	O60602	Tbio	3
TLR6	Q9Y2C9	Tbio	3
TLR7	Q9NYK1	Tclin	1
TLR8	Q9NR97	Tchem	2
TLR9	Q9NR96	Tclin	1
TLX1	P31314	Tbio	3
TLX1NB	P0CAT3	Tdark	4
TLX2	O43763	Tbio	3
TLX3	O43711	Tbio	3
TM2D1	Q9BX74	Tdark	4
TM2D2	Q9BX73	Tdark	4
TM2D3	Q9BRN9	Tbio	3
TM4SF1	P30408	Tbio	3
TM4SF18	Q96CE8	Tdark	4
TM4SF19	Q96DZ7	Tdark	4
TM4SF20	Q53R12	Tbio	3
TM4SF4	P48230	Tbio	3
TM4SF5	O14894	Tbio	3
TM6SF1	Q9BZW5	Tdark	4
TM6SF2	Q9BZW4	Tbio	3
TM7SF2	O76062	Tbio	3
TM7SF3	Q9NS93	Tdark	4
TM9SF1	O15321	Tdark	4
TM9SF2	Q99805	Tdark	4
TM9SF3	Q9HD45	Tbio	3
TM9SF4	Q92544	Tbio	3
TMA16	Q96EY4	Tdark	4
TMA7	Q9Y2S6	Tdark	4
TMBIM1	Q969X1	Tbio	3
TMBIM4	Q9HC24	Tbio	3
TMBIM6	P55061	Tbio	3
TMC1	Q8TDI8	Tbio	3
TMC2	Q8TDI7	Tbio	3
TMC3	Q7Z5M5	Tdark	4
TMC4	Q7Z404	Tdark	4
TMC5	Q6UXY8	Tdark	4
TMC6	Q7Z403	Tbio	3
TMC7	Q7Z402	Tdark	4
TMC8	Q8IU68	Tbio	3
TMCC1	O94876	Tbio	3
TMCC2	O75069	Tdark	4
TMCC3	Q9ULS5	Tdark	4
TMCO1	Q9UM00	Tbio	3
TMCO2	Q7Z6W1	Tdark	4
TMCO3	Q6UWJ1	Tdark	4
TMCO4	Q5TGY1	Tdark	4
TMCO5A	Q8N6Q1	Tdark	4
TMCO5B	A8MYB1	Tdark	4
TMCO6	Q96DC7	Tdark	4
TMDD1	P0DPE3	Tdark	4
TMED1	Q13445	Tbio	3
TMED10	P49755	Tbio	3
TMED2	Q15363	Tbio	3
TMED3	Q9Y3Q3	Tbio	3
TMED4	Q7Z7H5	Tbio	3
TMED5	Q9Y3A6	Tdark	4
TMED6	Q8WW62	Tdark	4
TMED7	Q9Y3B3	Tdark	4
TMED8	Q6PL24	Tdark	4
TMED9	Q9BVK6	Tdark	4
TMEFF1	Q8IYR6	Tbio	3
TMEFF2	Q9UIK5	Tbio	3
TMEM100	Q9NV29	Tbio	3
TMEM101	Q96IK0	Tdark	4
TMEM102	Q8N9M5	Tbio	3
TMEM104	Q8NE00	Tdark	4
TMEM105	Q8N8V8	Tdark	4
TMEM106A	Q96A25	Tdark	4
TMEM106B	Q9NUM4	Tbio	3
TMEM106C	Q9BVX2	Tdark	4
TMEM107	Q6UX40	Tbio	3
TMEM108	Q6UXF1	Tbio	3
TMEM109	Q9BVC6	Tbio	3
TMEM11	P17152	Tbio	3
TMEM114	B3SHH9	Tdark	4
