gene_symbol	uniprot	tdl	tdl_priority
MCUR1	Q96AQ8	Tbio	3
MDC1	Q14676	Tbio	3
MDFI	Q99750	Tbio	3
MDFIC	Q9P1T7	Tbio	3
MDFIC2	A0A1B0GVS7	Tdark	4
MDGA1	Q8NFP4	Tbio	3
MDGA2	Q7Z553	Tbio	3
MDH1	P40925	Tbio	3
MDH1B	Q5I0G3	Tdark	4
MDH2	P40926	Tchem	2
MDK	P21741	Tchem	2
MDM1	Q8TC05	Tbio	3
MDM2	Q00987	Tchem	2
MDM4	O15151	Tchem	2
MDN1	Q9NU22	Tdark	4
MDP1	Q86V88	Tdark	4
MDS2	Q8NDY4	Tdark	4
ME1	P48163	Tchem	2
ME2	P23368	Tbio	3
ME3	Q16798	Tbio	3
MEA1	Q16626	Tbio	3
MEAF6	Q9HAF1	Tbio	3
MEAK7	Q6P9B6	Tdark	4
MECOM	Q03112	Tbio	3
MECP2	P51608	Tchem	2
MECR	Q9BV79	Tbio	3
MED1	Q15648	Tbio	3
MED10	Q9BTT4	Tdark	4
MED11	Q9P086	Tdark	4
MED12	Q93074	Tbio	3
MED12L	Q86YW9	Tdark	4
MED13	Q9UHV7	Tbio	3
MED13L	Q71F56	Tbio	3
MED14	O60244	Tbio	3
MED14OS	P0DP75	Tdark	4
MED15	Q96RN5	Tbio	3
MED16	Q9Y2X0	Tbio	3
MED17	Q9NVC6	Tbio	3
MED18	Q9BUE0	Tbio	3
MED19	A0JLT2	Tbio	3
MED20	Q9H944	Tbio	3
MED21	Q13503	Tbio	3
MED22	Q15528	Tbio	3
MED23	Q9ULK4	Tbio	3
MED24	O75448	Tbio	3
MED25	Q71SY5	Tbio	3
MED26	O95402	Tbio	3
MED27	Q6P2C8	Tbio	3
MED28	Q9H204	Tbio	3
MED29	Q9NX70	Tbio	3
MED30	Q96HR3	Tbio	3
MED31	Q9Y3C7	Tbio	3
MED4	Q9NPJ6	Tbio	3
MED6	O75586	Tbio	3
MED7	O43513	Tbio	3
MED8	Q96G25	Tbio	3
MED9	Q9NWA0	Tdark	4
MEDAG	Q5VYS4	Tdark	4
MEF2A	Q02078	Tbio	3
MEF2B	Q02080	Tbio	3
MEF2C	Q06413	Tbio	3
MEF2D	Q14814	Tbio	3
MEFV	O15553	Tbio	3
MEGF10	Q96KG7	Tbio	3
MEGF11	A6BM72	Tdark	4
MEGF6	O75095	Tdark	4
MEGF8	Q7Z7M0	Tbio	3
MEGF9	Q9H1U4	Tdark	4
MEI1	Q5TIA1	Tbio	3
MEI4	A8MW99	Tdark	4
MEIG1	Q5JSS6	Tdark	4
MEIKIN	A0A087WXM9	Tdark	4
MEIOB	Q8N635	Tdark	4
MEIOC	A2RUB1	Tdark	4
MEIOSIN	C9JSJ3	Tdark	4
MEIS1	O00470	Tbio	3
MEIS2	O14770	Tbio	3
MEIS3	Q99687	Tbio	3
MEIS3P1	A6NDR6	Tdark	4
MEIS3P2	A8K0S8	Tdark	4
MELK	Q14680	Tchem	2
MELTF	P08582	Tbio	3
MEMO1	Q9Y316	Tbio	3
MEN1	O00255	Tchem	2
MENT	Q9BUN1	Tbio	3
MEOX1	P50221	Tbio	3
MEOX2	P50222	Tbio	3
MEP1A	Q16819	Tbio	3
MEP1B	Q16820	Tbio	3
MEPCE	Q7L2J0	Tbio	3
MEPE	Q9NQ76	Tbio	3
MERTK	Q12866	Tchem	2
MESD	Q14696	Tbio	3
MESP1	Q9BRJ9	Tbio	3
MESP2	Q0VG99	Tbio	3
MEST	Q5EB52	Tbio	3
MET	P08581	Tclin	1
METAP1	P53582	Tchem	2
METAP1D	Q6UB28	Tbio	3
METAP2	P50579	Tchem	2
METRN	Q9UJH8	Tbio	3
METRNL	Q641Q3	Tbio	3
METTL1	Q9UBP6	Tbio	3
METTL11B	Q5VVY1	Tdark	4
METTL14	Q9HCE5	Tbio	3
METTL15	A6NJ78	Tdark	4
METTL15P1	P0C7V9	Tdark	4
METTL16	Q86W50	Tbio	3
METTL17	Q9H7H0	Tbio	3
METTL18	O95568	Tdark	4
METTL21A	Q8WXB1	Tbio	3
METTL21C	Q5VZV1	Tdark	4
METTL21EP	A6NDL7	Tdark	4
METTL22	Q9BUU2	Tdark	4
METTL23	Q86XA0	Tdark	4
METTL24	Q5JXM2	Tdark	4
METTL25	Q8N6Q8	Tdark	4
METTL26	Q96S19	Tdark	4
METTL27	Q8N6F8	Tdark	4
METTL2A	Q96IZ6	Tdark	4
METTL2B	Q6P1Q9	Tbio	3
METTL3	Q86U44	Tbio	3
METTL4	Q8N3J2	Tdark	4
METTL5	Q9NRN9	Tdark	4
METTL6	Q8TCB7	Tdark	4
METTL7A	Q9H8H3	Tbio	3
METTL7B	Q6UX53	Tbio	3
METTL8	Q9H825	Tdark	4
METTL9	Q9H1A3	Tdark	4
MEX3A	A1L020	Tdark	4
MEX3B	Q6ZN04	Tbio	3
MEX3C	Q5U5Q3	Tbio	3
MEX3D	Q86XN8	Tdark	4
MFAP1	P55081	Tbio	3
MFAP2	P55001	Tbio	3
MFAP3	P55082	Tdark	4
MFAP3L	O75121	Tdark	4
MFAP4	P55083	Tbio	3
MFAP5	Q13361	Tbio	3
MFF	Q9GZY8	Tbio	3
MFGE8	Q08431	Tbio	3
MFHAS1	Q9Y4C4	Tbio	3
MFI	Q8NCR3	Tdark	4
MFN1	Q8IWA4	Tbio	3
MFN2	O95140	Tbio	3
MFNG	O00587	Tbio	3
MFRP	Q9BY79	Tbio	3
MFSD1	Q9H3U5	Tdark	4
MFSD10	Q14728	Tbio	3
MFSD11	O43934	Tdark	4
MFSD12	Q6NUT3	Tdark	4
MFSD13A	Q14CX5	Tdark	4
MFSD14A	Q96MC6	Tbio	3
MFSD14B	Q5SR56	Tdark	4
MFSD14C	Q5VZR4	Tdark	4
MFSD2A	Q8NA29	Tbio	3
MFSD2B	A6NFX1	Tdark	4
MFSD3	Q96ES6	Tdark	4
MFSD4A	Q8N468	Tdark	4
MFSD4B	Q5TF39	Tdark	4
MFSD5	Q6N075	Tdark	4
MFSD6	Q6ZSS7	Tbio	3
MFSD6L	Q8IWD5	Tdark	4
MFSD8	Q8NHS3	Tbio	3
MFSD9	Q8NBP5	Tdark	4
MGA	Q8IWI9	Tbio	3
MGAM	O43451	Tclin	1
MGAM2	Q2M2H8	Tdark	4
MGARP	Q8TDB4	Tbio	3
MGAT1	P26572	Tchem	2
MGAT2	Q10469	Tchem	2
MGAT3	Q09327	Tchem	2
MGAT4A	Q9UM21	Tbio	3
MGAT4B	Q9UQ53	Tbio	3
MGAT4C	Q9UBM8	Tbio	3
MGAT4D	A6NG13	Tdark	4
MGAT5	Q09328	Tbio	3
MGAT5B	Q3V5L5	Tbio	3
MGLL	Q99685	Tchem	2
MGME1	Q9BQP7	Tbio	3
MGMT	P16455	Tchem	2
MGP	P08493	Tbio	3
MGRN1	O60291	Tbio	3
MGST1	P10620	Tbio	3
MGST2	Q99735	Tbio	3
MGST3	O14880	Tbio	3
MIA	Q16674	Tbio	3
MIA2	Q96PC5	Tbio	3
MIA3	Q5JRA6	Tbio	3
MIB1	Q86YT6	Tbio	3
MIB2	Q96AX9	Tbio	3
MICA	Q29983	Tbio	3
MICAL1	Q8TDZ2	Tbio	3
MICAL2	O94851	Tbio	3
MICAL3	Q7RTP6	Tbio	3
MICALCL	Q6ZW33	Tdark	4
MICALL1	Q8N3F8	Tbio	3
MICALL2	Q8IY33	Tbio	3
MICB	Q29980	Tbio	3
MICOS10	Q5TGZ0	Tdark	4
MICOS13	Q5XKP0	Tbio	3
MICU1	Q9BPX6	Tbio	3
MICU2	Q8IYU8	Tbio	3
MICU3	Q86XE3	Tdark	4
MID1	O15344	Tbio	3
MID1IP1	Q9NPA3	Tbio	3
MID2	Q9UJV3	Tbio	3
MIDEAS	Q6PJG2	Tdark	4
MIDN	Q504T8	Tbio	3
MIEF1	L0R8F8	Tbio	3
MIEF2	Q96C03	Tbio	3
MIEN1	Q9BRT3	Tbio	3
MIER1	Q8N108	Tbio	3
MIER2	Q8N344	Tbio	3
MIER3	Q7Z3K6	Tdark	4
MIF	P14174	Tchem	2
MIF4GD	A9UHW6	Tbio	3
MIGA1	Q8NAN2	Tbio	3
MIGA2	Q7L4E1	Tbio	3
MIIP	Q5JXC2	Tbio	3
MILR1	Q7Z6M3	Tbio	3
MINAR1	Q9UPX6	Tdark	4
MINAR2	P59773	Tdark	4
MINDY1	Q8N5J2	Tbio	3
MINDY2	Q8NBR6	Tbio	3
MINDY3	Q9H8M7	Tbio	3
MINDY4	Q4G0A6	Tdark	4
MINDY4B	A8MYZ0	Tdark	4
MINK1	Q8N4C8	Tchem	2
MINPP1	Q9UNW1	Tbio	3
MIOS	Q9NXC5	Tdark	4
MIOX	Q9UGB7	Tbio	3
MIP	P30301	Tbio	3
MIPEP	Q99797	Tbio	3
MIPOL1	Q8TD10	Tbio	3
MIR1-1HG	Q9H1L0	Tdark	4
MIR1-1HG-AS1	Q96NR2	Tdark	4
MIR17HG	Q75NE6	Tdark	4
MIR1915HG	Q5T4H9	Tdark	4
MIR22HG	Q0VDD5	Tdark	4
MIR7-3HG	Q8N6C7	Tdark	4
MIR9-1HG	Q13536	Tdark	4
MIS12	Q9H081	Tbio	3
MIS18A	Q9NYP9	Tbio	3
MIS18BP1	Q6P0N0	Tbio	3
MISP	Q8IVT2	Tbio	3
MISP3	Q96FF7	Tdark	4
MITD1	Q8WV92	Tbio	3
MITF	O75030	Tbio	3
MIX23	Q4VC31	Tdark	4
MIXL1	Q9H2W2	Tbio	3
MKI67	P46013	Tbio	3
MKKS	Q9NPJ1	Tbio	3
MKLN1	Q9UL63	Tbio	3
MKNK1	Q9BUB5	Tchem	2
MKNK2	Q9HBH9	Tchem	2
MKRN1	Q9UHC7	Tbio	3
MKRN2	Q9H000	Tbio	3
MKRN2OS	H3BPM6	Tdark	4
MKRN3	Q13064	Tbio	3
MKRN4P	Q13434	Tdark	4
MKRN9P	Q6NVV0	Tdark	4
MKS1	Q9NXB0	Tbio	3
MKX	Q8IYA7	Tbio	3
MLANA	Q16655	Tbio	3
MLC1	Q15049	Tbio	3
MLEC	Q14165	Tbio	3
MLF1	P58340	Tbio	3
MLF2	Q15773	Tbio	3
MLH1	P40692	Tbio	3
MLH3	Q9UHC1	Tbio	3
MLIP	Q5VWP3	Tdark	4
MLKL	Q8NB16	Tchem	2
MLLT1	Q03111	Tbio	3
MLLT10	P55197	Tbio	3
MLLT11	Q13015	Tbio	3
MLLT3	P42568	Tbio	3
MLLT6	P55198	Tdark	4
MLN	P12872	Tbio	3
MLNR	O43193	Tchem	2
MLPH	Q9BV36	Tbio	3
MLST8	Q9BVC4	Tbio	3
MLX	Q9UH92	Tchem	2
MLXIP	Q9HAP2	Tbio	3
MLXIPL	Q9NP71	Tbio	3
MLYCD	O95822	Tchem	2
MMAA	Q8IVH4	Tbio	3
MMAB	Q96EY8	Tbio	3
MMACHC	Q9Y4U1	Tbio	3
MMADHC	Q9H3L0	Tbio	3
MMD	Q15546	Tbio	3
MMD2	Q8IY49	Tbio	3
MME	P08473	Tclin	1
MMEL1	Q495T6	Tchem	2
MMGT1	Q8N4V1	Tdark	4
MMP1	P03956	Tchem	2
MMP10	P09238	Tchem	2
MMP11	P24347	Tchem	2
MMP12	P39900	Tchem	2
MMP13	P45452	Tchem	2
MMP14	P50281	Tchem	2
MMP15	P51511	Tchem	2
MMP16	P51512	Tchem	2
MMP17	Q9ULZ9	Tchem	2
MMP19	Q99542	Tbio	3
MMP2	P08253	Tchem	2
MMP20	O60882	Tbio	3
MMP21	Q8N119	Tbio	3
MMP23B	O75900	Tbio	3
MMP24	Q9Y5R2	Tbio	3
MMP24OS	A0A0U1RRL7	Tdark	4
MMP25	Q9NPA2	Tchem	2
MMP26	Q9NRE1	Tchem	2
MMP27	Q9H306	Tbio	3
MMP28	Q9H239	Tbio	3
MMP3	P08254	Tchem	2
MMP7	P09237	Tchem	2
MMP8	P22894	Tchem	2
MMP9	P14780	Tchem	2
MMRN1	Q13201	Tbio	3
MMRN2	Q9H8L6	Tbio	3
MMS19	Q96T76	Tbio	3
MMS22L	Q6ZRQ5	Tdark	4
MMTAG2	Q9BU76	Tdark	4
MMUT	P22033	Tbio	3
MN1	Q10571	Tbio	3
MNAT1	P51948	Tbio	3
MND1	Q9BWT6	Tbio	3
MNDA	P41218	Tbio	3
MNS1	Q8NEH6	Tbio	3
MNT	Q99583	Tbio	3
MNX1	P50219	Tbio	3
MOAP1	Q96BY2	Tbio	3
MOB1A	Q9H8S9	Tbio	3
MOB1B	Q7L9L4	Tbio	3
MOB2	Q70IA6	Tbio	3
MOB3A	Q96BX8	Tdark	4
MOB3B	Q86TA1	Tbio	3
MOB3C	Q70IA8	Tdark	4
MOB4	Q9Y3A3	Tbio	3
MOBP	Q13875	Tbio	3
MOCOS	Q96EN8	Tbio	3
MOCS1	Q9NZB8	Tbio	3
MOCS2	O96007	Tbio	3
MOCS3	O95396	Tbio	3
MOG	Q16653	Tbio	3
MOGAT1	Q96PD6	Tbio	3
MOGAT2	Q3SYC2	Tchem	2
MOGAT3	Q86VF5	Tbio	3
MOGS	Q13724	Tbio	3
MOK	Q9UQ07	Tbio	3
MON1A	Q86VX9	Tbio	3
MON1B	Q7L1V2	Tbio	3
MON2	Q7Z3U7	Tbio	3
MORC1	Q86VD1	Tbio	3
MORC2	Q9Y6X9	Tbio	3
MORC3	Q14149	Tbio	3
MORC4	Q8TE76	Tdark	4
MORF4L1	Q9UBU8	Tbio	3
MORF4L2	Q15014	Tbio	3
MORN1	Q5T089	Tdark	4
MORN2	Q502X0	Tdark	4
MORN3	Q6PF18	Tdark	4
MORN4	Q8NDC4	Tdark	4
MORN5	Q5VZ52	Tdark	4
MOS	P00540	Tbio	3
MOSMO	Q8NHV5	Tdark	4
MOSPD1	Q9UJG1	Tdark	4
MOSPD2	Q8NHP6	Tbio	3
MOSPD3	O75425	Tbio	3
MOV10	Q9HCE1	Tbio	3
MOV10L1	Q9BXT6	Tbio	3
MOXD1	Q6UVY6	Tbio	3
MOXD2P	A6NHM9	Tdark	4
MPC1	Q9Y5U8	Tbio	3
MPC1L	P0DKB6	Tdark	4
MPC2	O95563	Tbio	3
MPDU1	O75352	Tbio	3
MPDZ	O75970	Tbio	3
MPEG1	Q2M385	Tchem	2
MPG	P29372	Tchem	2
MPHOSPH10	O00566	Tbio	3
MPHOSPH6	Q99547	Tbio	3
MPHOSPH8	Q99549	Tbio	3
MPHOSPH9	Q99550	Tbio	3
MPI	P34949	Tchem	2
MPIG6B	O95866	Tbio	3
MPL	P40238	Tclin	1
MPLKIP	Q8TAP9	Tbio	3
MPND	Q8N594	Tbio	3
MPO	P05164	Tchem	2
MPP1	Q00013	Tbio	3
MPP2	Q14168	Tbio	3
MPP3	Q13368	Tbio	3
MPP4	Q96JB8	Tdark	4
MPP7	Q5T2T1	Tbio	3
MPPE1	Q53F39	Tbio	3
MPPED1	O15442	Tdark	4
MPPED2	Q15777	Tbio	3
MPRIP	Q6WCQ1	Tbio	3
MPST	P25325	Tchem	2
MPTX1	A8MV57	Tdark	4
MPV17	P39210	Tbio	3
MPV17L	Q2QL34	Tbio	3
MPV17L2	Q567V2	Tbio	3
MPZ	P25189	Tbio	3
MPZL1	O95297	Tbio	3
MPZL2	O60487	Tbio	3
MPZL3	Q6UWV2	Tbio	3
MR1	Q95460	Tbio	3
MRAP	Q8TCY5	Tbio	3
MRAP2	Q96G30	Tbio	3
MRAS	O14807	Tbio	3
MRC1	P22897	Tbio	3
MRC2	Q9UBG0	Tbio	3
MRE11	P49959	Tbio	3
MREG	Q8N565	Tbio	3
MRFAP1	Q9Y605	Tbio	3
MRFAP1L1	Q96HT8	Tdark	4
MRGBP	Q9NV56	Tbio	3
MRGPRD	Q8TDS7	Tchem	2
MRGPRE	Q86SM8	Tbio	3
MRGPRF	Q96AM1	Tbio	3
MRGPRG	Q86SM5	Tdark	4
MRGPRG-AS1	Q2M3A8	Tdark	4
MRGPRX1	Q96LB2	Tchem	2
MRGPRX2	Q96LB1	Tchem	2
MRGPRX3	Q96LB0	Tdark	4
MRGPRX4	Q96LA9	Tdark	4
MRI1	Q9BV20	Tbio	3
MRLN	P0DMT0	Tdark	4
MRM1	Q6IN84	Tbio	3
MRM2	Q9UI43	Tbio	3
MRM3	Q9HC36	Tbio	3
MRNIP	Q6NTE8	Tbio	3
MRO	Q9BYG7	Tdark	4
MROH1	Q8NDA8	Tdark	4
MROH2A	A6NES4	Tdark	4
MROH2B	Q7Z745	Tdark	4
MROH5	Q6ZUA9	Tdark	4
MROH6	A6NGR9	Tdark	4
MROH7	Q68CQ1	Tdark	4
MROH8	Q9H579	Tdark	4
MROH9	Q5TGP6	Tdark	4
MRPL1	Q9BYD6	Tbio	3
MRPL10	Q7Z7H8	Tbio	3
MRPL11	Q9Y3B7	Tdark	4
MRPL12	P52815	Tbio	3
MRPL13	Q9BYD1	Tbio	3
MRPL14	Q6P1L8	Tdark	4
MRPL15	Q9P015	Tdark	4
MRPL16	Q9NX20	Tdark	4
MRPL17	Q9NRX2	Tdark	4
MRPL18	Q9H0U6	Tbio	3
MRPL19	P49406	Tbio	3
MRPL2	Q5T653	Tdark	4
MRPL20	Q9BYC9	Tdark	4
MRPL21	Q7Z2W9	Tdark	4
MRPL22	Q9NWU5	Tdark	4
MRPL23	Q16540	Tdark	4
MRPL24	Q96A35	Tdark	4
MRPL27	Q9P0M9	Tdark	4
MRPL28	Q13084	Tbio	3
MRPL3	P09001	Tbio	3
MRPL30	Q8TCC3	Tdark	4
MRPL32	Q9BYC8	Tdark	4
MRPL33	O75394	Tdark	4
MRPL34	Q9BQ48	Tdark	4
MRPL35	Q9NZE8	Tdark	4
MRPL36	Q9P0J6	Tbio	3
MRPL37	Q9BZE1	Tdark	4
MRPL38	Q96DV4	Tdark	4
MRPL39	Q9NYK5	Tdark	4
MRPL4	Q9BYD3	Tdark	4
MRPL40	Q9NQ50	Tbio	3
MRPL41	Q8IXM3	Tbio	3
MRPL42	Q9Y6G3	Tbio	3
MRPL43	Q8N983	Tdark	4
MRPL44	Q9H9J2	Tbio	3
MRPL45	Q9BRJ2	Tdark	4
MRPL46	Q9H2W6	Tdark	4
MRPL47	Q9HD33	Tbio	3
MRPL48	Q96GC5	Tdark	4
MRPL49	Q13405	Tbio	3
MRPL50	Q8N5N7	Tdark	4
MRPL51	Q4U2R6	Tdark	4
MRPL52	Q86TS9	Tdark	4
MRPL53	Q96EL3	Tdark	4
MRPL54	Q6P161	Tdark	4
MRPL55	Q7Z7F7	Tdark	4
MRPL57	Q9BQC6	Tdark	4
MRPL58	Q14197	Tbio	3
MRPL9	Q9BYD2	Tdark	4
MRPS10	P82664	Tdark	4
MRPS11	P82912	Tdark	4
MRPS12	O15235	Tbio	3
MRPS14	O60783	Tdark	4
MRPS15	P82914	Tdark	4
MRPS16	Q9Y3D3	Tbio	3
MRPS17	Q9Y2R5	Tdark	4
MRPS18A	Q9NVS2	Tdark	4
MRPS18B	Q9Y676	Tbio	3
MRPS18C	Q9Y3D5	Tdark	4
MRPS2	Q9Y399	Tbio	3
MRPS21	P82921	Tdark	4
MRPS22	P82650	Tbio	3
MRPS23	Q9Y3D9	Tdark	4
MRPS24	Q96EL2	Tdark	4
MRPS25	P82663	Tdark	4
MRPS26	Q9BYN8	Tdark	4
MRPS27	Q92552	Tbio	3
MRPS28	Q9Y2Q9	Tdark	4
MRPS30	Q9NP92	Tbio	3
MRPS31	Q92665	Tdark	4
MRPS33	Q9Y291	Tdark	4
MRPS34	P82930	Tbio	3
MRPS35	P82673	Tdark	4
MRPS36	P82909	Tdark	4
MRPS5	P82675	Tdark	4
MRPS6	P82932	Tdark	4
MRPS7	Q9Y2R9	Tbio	3
MRPS9	P82933	Tdark	4
MRRF	Q96E11	Tbio	3
MRS2	Q9HD23	Tbio	3
MRTFA	Q969V6	Tbio	3
MRTFB	Q9ULH7	Tbio	3
MRTO4	Q9UKD2	Tbio	3
MS4A1	P11836	Tclin	1
MS4A10	Q96PG2	Tdark	4
MS4A12	Q9NXJ0	Tdark	4
MS4A13	Q5J8X5	Tdark	4
MS4A14	Q96JA4	Tdark	4
MS4A15	Q8N5U1	Tdark	4
MS4A18	Q3C1V0	Tdark	4
MS4A2	Q01362	Tbio	3
MS4A3	Q96HJ5	Tbio	3
MS4A4A	Q96JQ5	Tbio	3
MS4A4E	Q96PG1	Tdark	4
MS4A5	Q9H3V2	Tdark	4
MS4A6A	Q9H2W1	Tbio	3
MS4A6E	Q96DS6	Tdark	4
MS4A7	Q9GZW8	Tdark	4
MS4A8	Q9BY19	Tdark	4
MSANTD1	Q6ZTZ1	Tdark	4
MSANTD2	Q6P1R3	Tdark	4
MSANTD3	Q96H12	Tdark	4
MSANTD4	Q8NCY6	Tdark	4
MSC	O60682	Tbio	3
MSGN1	A6NI15	Tbio	3
MSH2	P43246	Tbio	3
MSH3	P20585	Tbio	3
MSH4	O15457	Tbio	3
MSH5	O43196	Tbio	3
MSH6	P52701	Tbio	3
MSI1	O43347	Tbio	3
MSI2	Q96DH6	Tbio	3
MSL1	Q68DK7	Tbio	3
MSL2	Q9HCI7	Tbio	3
MSL3	Q8N5Y2	Tbio	3
MSL3P1	P0C860	Tdark	4
MSLN	Q13421	Tbio	3
MSLNL	Q96KJ4	Tdark	4
MSMB	P08118	Tbio	3
MSMO1	Q15800	Tbio	3
MSMP	Q1L6U9	Tdark	4
MSN	P26038	Tbio	3
MSR1	P21757	Tbio	3
MSRA	Q9UJ68	Tbio	3
MSRB1	Q9NZV6	Tbio	3
MSRB2	Q9Y3D2	Tbio	3
MSRB3	Q8IXL7	Tbio	3
MSS51	Q4VC12	Tbio	3
MST1	P26927	Tbio	3
MST1L	Q2TV78	Tdark	4
MST1R	Q04912	Tchem	2
MSTN	O14793	Tclin	1
MSTO1	Q9BUK6	Tbio	3
MSX1	P28360	Tbio	3
MSX2	P35548	Tbio	3
MT-ATP6	P00846	Tbio	3
MT-ATP8	P03928	Tbio	3
MT-CO1	P00395	Tchem	2
MT-CO2	P00403	Tchem	2
MT-CO3	P00414	Tbio	3
MT-CYB	P00156	Tbio	3
MT-ND1	P03886	Tclin	1
MT-ND2	P03891	Tclin	1
MT-ND3	P03897	Tclin	1
MT-ND4	P03905	Tclin	1
MT-ND4L	P03901	Tclin	1
MT-ND5	P03915	Tclin	1
MT-ND6	P03923	Tclin	1
MT-RNR1	A0A0C5B5G6	Tbio	3
MT-RNR2	Q8IVG9	Tdark	4
MT1A	P04731	Tbio	3
MT1B	P07438	Tbio	3
MT1DP	A1L3X4	Tdark	4
MT1E	P04732	Tbio	3
MT1F	P04733	Tbio	3
MT1G	P13640	Tbio	3
MT1H	P80294	Tbio	3
MT1HL1	P0DM35	Tdark	4
MT1L	Q93083	Tbio	3
MT1M	Q8N339	Tbio	3
MT1X	P80297	Tbio	3
MT2A	P02795	Tbio	3
MT3	P25713	Tbio	3
MT4	P47944	Tbio	3
MTA1	Q13330	Tbio	3
MTA2	O94776	Tbio	3
MTA3	Q9BTC8	Tbio	3
MTAP	Q13126	Tchem	2
MTARC1	Q5VT66	Tbio	3
MTARC2	Q969Z3	Tbio	3
MTBP	Q96DY7	Tbio	3
MTCH1	Q9NZJ7	Tbio	3
MTCH2	Q9Y6C9	Tbio	3
MTCL1	Q9Y4B5	Tbio	3
MTCP1	P56278	Tbio	3
MTDH	Q86UE4	Tbio	3
MTERF1	Q99551	Tbio	3
MTERF2	Q49AM1	Tbio	3
MTERF3	Q96E29	Tdark	4
MTERF4	Q7Z6M4	Tbio	3
MTF1	Q14872	Tbio	3
MTF2	Q9Y483	Tbio	3
MTFMT	Q96DP5	Tbio	3
MTFP1	Q9UDX5	Tbio	3
MTFR1	Q15390	Tbio	3
MTFR1L	Q9H019	Tdark	4
MTFR2	Q6P444	Tdark	4
MTG1	Q9BT17	Tbio	3
MTG2	Q9H4K7	Tbio	3
MTHFD1	P11586	Tbio	3
MTHFD1L	Q6UB35	Tbio	3
MTHFD2	P13995	Tchem	2
MTHFD2L	Q9H903	Tdark	4
MTHFR	P42898	Tbio	3
MTHFS	P49914	Tbio	3
MTHFSD	Q2M296	Tdark	4
MTIF2	P46199	Tbio	3
MTIF3	Q9H2K0	Tbio	3
MTLN	Q8NCU8	Tbio	3
MTM1	Q13496	Tbio	3
MTMR1	Q13613	Tbio	3
MTMR10	Q9NXD2	Tdark	4
MTMR11	A4FU01	Tdark	4
MTMR12	Q9C0I1	Tbio	3
MTMR14	Q8NCE2	Tbio	3
MTMR2	Q13614	Tbio	3
MTMR3	Q13615	Tbio	3
MTMR4	Q9NYA4	Tbio	3
MTMR6	Q9Y217	Tbio	3
MTMR7	Q9Y216	Tdark	4
MTMR8	Q96EF0	Tbio	3
MTMR9	Q96QG7	Tbio	3
MTNR1A	P48039	Tclin	1
MTNR1B	P49286	Tclin	1
MTO1	Q9Y2Z2	Tbio	3
MTOR	P42345	Tclin	1
MTPAP	Q9NVV4	Tbio	3
MTPN	P58546	Tbio	3
MTR	Q99707	Tbio	3
MTRES1	Q9P0P8	Tdark	4
MTREX	P42285	Tbio	3
MTRF1	O75570	Tbio	3
MTRF1L	Q9UGC7	Tbio	3
MTRFR	Q9H3J6	Tbio	3
MTRNR2L1	P0CJ68	Tdark	4
MTRNR2L10	P0CJ77	Tdark	4
MTRNR2L11	S4R3Y5	Tdark	4
MTRNR2L12	P0DMP1	Tdark	4
MTRNR2L13	S4R3P1	Tdark	4
MTRNR2L2	P0CJ69	Tdark	4
MTRNR2L3	P0CJ70	Tdark	4
MTRNR2L4	P0CJ71	Tdark	4
MTRNR2L5	P0CJ72	Tbio	3
MTRNR2L6	P0CJ73	Tdark	4
MTRNR2L7	P0CJ74	Tdark	4
MTRNR2L8	P0CJ75	Tdark	4
MTRNR2L9	P0CJ76	Tdark	4
MTRR	Q9UBK8	Tbio	3
MTSS1	O43312	Tbio	3
MTSS2	Q765P7	Tbio	3
MTTP	P55157	Tclin	1
MTURN	Q8N3F0	Tdark	4
MTUS1	Q9ULD2	Tbio	3
MTUS2	Q5JR59	Tbio	3
MTX1	Q13505	Tbio	3
MTX2	O75431	Tbio	3
MTX3	Q5HYI7	Tdark	4
MUC1	P15941	Tbio	3
MUC12	Q9UKN1	Tbio	3
MUC13	Q9H3R2	Tbio	3
MUC15	Q8N387	Tbio	3
MUC16	Q8WXI7	Tbio	3
MUC17	Q685J3	Tbio	3
MUC19	Q7Z5P9	Tdark	4
MUC2	Q02817	Tdark	4
MUC20	Q8N307	Tbio	3
MUC21	Q5SSG8	Tbio	3
MUC22	E2RYF6	Tdark	4
MUC3A	Q02505	Tbio	3
MUC3B	Q9H195	Tdark	4
MUC4	Q99102	Tbio	3
MUC5AC	P98088	Tbio	3
MUC5B	Q9HC84	Tbio	3
MUC6	Q6W4X9	Tbio	3
MUC7	Q8TAX7	Tbio	3
MUCL1	Q96DR8	Tbio	3
MUCL3	Q3MIW9	Tbio	3
MUL1	Q969V5	Tbio	3
MUS81	Q96NY9	Tbio	3
MUSK	O15146	Tchem	2
MUSTN1	Q8IVN3	Tdark	4
MUTYH	Q9UIF7	Tbio	3
MVB12A	Q96EY5	Tbio	3
MVB12B	Q9H7P6	Tbio	3
MVD	P53602	Tchem	2
MVK	Q03426	Tchem	2
MVP	Q14764	Tbio	3
MX1	P20591	Tbio	3
MX2	P20592	Tbio	3
MXD1	Q05195	Tbio	3
MXD3	Q9BW11	Tbio	3
MXD4	Q14582	Tbio	3
MXI1	P50539	Tbio	3
MXRA5	Q9NR99	Tbio	3
MXRA7	P84157	Tdark	4
MXRA8	Q9BRK3	Tdark	4
MYADM	Q96S97	Tbio	3
MYADML2	A6NDP7	Tdark	4
