gene_symbol	uniprot
JUP	P14923
KAT14	A0A075B6H4
KAT14	A0A7I2V3N1
KAT14	A0A7I2V456
KAT14	A0A7I2V574
KAT14	D6RAU4
KAT14	Q9H8E8
KAT2A	K7EPC4
KAT2A	K7ERS6
KAT2A	Q92830
KAT2B	Q92831
KAT5	E9PJI1
KAT5	E9PMG8
KAT5	E9PRL6
KAT5	E9PRM3
KAT5	E9PRS1
KAT5	H0YEG3
KAT5	H0YEP0
KAT5	Q92993
KAT6A	A0A3B3IS53
KAT6A	A0A3B3ISU5
KAT6A	A0A3B3ISZ3
KAT6A	A0A3B3ITI3
KAT6A	A0A3F2YNX6
KAT6A	A5PLL3
KAT6A	C9JJY6
KAT6A	Q92794
KAT6B	A0A3B3IRI4
KAT6B	A0A3B3IRN9
KAT6B	A0A3B3IRV4
KAT6B	A0A3B3IS73
KAT6B	A0A3B3ISD0
KAT6B	A0A3B3ISD5
KAT6B	A0A3B3ISF5
KAT6B	A0A3B3ISI1
KAT6B	A0A3B3ISW3
KAT6B	A0A3B3ISX5
KAT6B	A0A3B3IT19
KAT6B	A0A3B3IT63
KAT6B	A0A3B3ITA4
KAT6B	A0A3B3ITC3
KAT6B	A0A3B3ITI0
KAT6B	A0A3B3ITP3
KAT6B	A0A3B3ITV5
KAT6B	A0A3B3IU70
KAT6B	A0A3B3IU71
KAT6B	A0A3B3IU93
KAT6B	A0A3B3IUA4
KAT6B	Q8WYB5
KAT7	A0A6Q8PHH2
KAT7	D6RFZ5
KAT7	E7EUP3
KAT7	O95251
KAT8	A0A494C0I2
KAT8	H3BMX5
KAT8	Q9H7Z6
KCNG4	Q32MC1
KCNG4	Q547S7
KCNG4	Q8TDN1
KDM6A	A0A087WUN6
KDM6A	A0A087X0R0
KDM6A	A0A6Q8PFD0
KDM6A	A0A6Q8PFK0
KDM6A	A0A6Q8PG32
KDM6A	A0A6Q8PG92
KDM6A	A0A6Q8PGG6
KDM6A	A0A6Q8PGN0
KDM6A	A0A6Q8PH94
KDM6A	A0A6Q8PHB6
KDM6A	A0A6Q8PHJ0
KDM6A	F5H5V6
KDM6A	F5H6S1
KDM6A	F8W8R6
KDM6A	H0Y6I7
KDM6A	H0Y6V5
KDM6A	O15550
KIR3DL2	A0A0G2JLM7
KIR3DL2	A0A0G2JLP2
KIR3DL2	A0A0G2JLU7
KIR3DL2	A0A0G2JLX7
KIR3DL2	A0A0G2JLZ4
KIR3DL2	A0A0G2JM36
KIR3DL2	A0A0G2JM59
KIR3DL2	A0A0G2JMA3
KIR3DL2	A0A0G2JMI1
KIR3DL2	A0A0G2JMS0
KIR3DL2	A0A0G2JMW7
KIR3DL2	A0A0G2JN45
KIR3DL2	A0A0G2JNA1
KIR3DL2	A0A0G2JNN5
KIR3DL2	A0A0G2JP59
KIR3DL2	A0A0G2JP67
KIR3DL2	A0A0G2JP93
KIR3DL2	A0A0G2JPA6
KIR3DL2	A0A0G2JPL0
KIR3DL2	A0A0G2JPQ5
KIR3DL2	A0A0U1V1E4
KIR3DL2	A0A0U1V1E6
KIR3DL2	A0A0U1V1E8
KIR3DL2	A0A0U1V1F2
KIR3DL2	A0A0U1V1F4
KIR3DL2	A0A0U1WN03
KIR3DL2	A0A0U1WN22
KIR3DL2	A0A0U1WN23
KIR3DL2	A0A0U1WN28
KIR3DL2	A0A0U1WN35
KIR3DL2	A0A0U1WN38
KIR3DL2	A0A0U1WN45
KIR3DL2	A0A0U1WN50
KIR3DL2	A0A0U1WN54
KIR3DL2	A0A0U1WNF1
KIR3DL2	A0A0U1WNF2
KIR3DL2	A0A0U1WNF3
KIR3DL2	A0A0U1WNF4
KIR3DL2	A0A0U1WNF5
KIR3DL2	A0A0U1WNF6
KIR3DL2	A0A0U1WNF7
KIR3DL2	A0A0U1WNF9
KIR3DL2	A0A0U4YTB3
KIR3DL2	A0A0U4YTC8
KIR3DL2	A0A0U5BZT5
KIR3DL2	A0A0U5BZX3
KIR3DL2	A0A0U5C0C5
KIR3DL2	A0A0U5FL38
KIR3DL2	A0A0U5FL96
KIR3DL2	A0A0U5FLC8
KIR3DL2	A0A0U5FLD8
KIR3DL2	A0A0U5FLQ7
KIR3DL2	A0A0U5FLS4
KIR3DL2	A0A0U5FM20
KIR3DL2	A0A0U5FNF5
KIR3DL2	A0A0U5FT04
KIR3DL2	A0A0U5GHC2
KIR3DL2	A0A0U5GHD6
KIR3DL2	A0A110BGM1
KIR3DL2	A0A110BGN2
KIR3DL2	A0A110BGU4
KIR3DL2	A0A110BGW5
KIR3DL2	A0A110BHB9
KIR3DL2	A0A110BHC2
KIR3DL2	A0A110BIP7
KIR3DL2	A0A110BIP9
KIR3DL2	A0A110BIQ8
KIR3DL2	A0A110BIQ9
KIR3DL2	A0A120N5Z5
KIR3DL2	A0A120N5Z6
KIR3DL2	A0A120N617
KIR3DL2	A0A120N654
KIR3DL2	A0A142DV42
KIR3DL2	A0A191URK3
KIR3DL2	A0A1W2PP69
KIR3DL2	A0A1W2PPV3
KIR3DL2	A0A1W2PQJ3
KIR3DL2	A0A223PQH3
KIR3DL2	A0A223PQI2
KIR3DL2	A0A2I2JL18
KIR3DL2	A0A2R4FYM5
KIR3DL2	A0A376A8T7
KIR3DL2	A0A376A8V5
KIR3DL2	A0A376A939
KIR3DL2	A0A376A965
KIR3DL2	A0A5J6VMA2
KIR3DL2	A0A5J6VML4
KIR3DL2	A0A6G6CYU7
KIR3DL2	A0A7D4XV53
KIR3DL2	A0A7D4XVD2
KIR3DL2	A0A7D4XZ80
KIR3DL2	A0A7D5BT22
KIR3DL2	A0A7D5BT33
KIR3DL2	A0A7D5BV11
KIR3DL2	A0A7D5BW90
KIR3DL2	A0A7D5C6G1
KIR3DL2	A7YL09
KIR3DL2	A7YL10
KIR3DL2	A7YL11
KIR3DL2	A7YL12
KIR3DL2	A7YL13
KIR3DL2	A7YL14
KIR3DL2	E4W3U3
KIR3DL2	E4W3U4
KIR3DL2	E4W3U5
KIR3DL2	E4W3U6
KIR3DL2	E4W3U7
KIR3DL2	E4W3U8
KIR3DL2	E4W3V0
KIR3DL2	E4W3V1
KIR3DL2	E4W3V2
KIR3DL2	E4W3V3
KIR3DL2	E4W3V4
KIR3DL2	E4W3V5
KIR3DL2	E4W3V6
KIR3DL2	E4W3V7
KIR3DL2	E4W3V8
KIR3DL2	E4W3V9
KIR3DL2	E4W3W0
KIR3DL2	E4W3W1
KIR3DL2	E7BWR2
KIR3DL2	E7BWR3
KIR3DL2	E7BWR4
KIR3DL2	E7BWR5
KIR3DL2	E7BWR6
KIR3DL2	E7BWR7
KIR3DL2	K7R1S8
KIR3DL2	K7R1T8
KIR3DL2	P43630
KIR3DL2	Q32WD0
KIR3DL2	Q32WD1
KIR3DL2	Q32WD2
KIR3DL2	Q6H2F6
KIR3DL2	Q6QWD4
KIR3DL2	Q6QWD5
KIR3DL2	Q8NHI4
KIR3DL2	Q8NHI5
KIR3DL2	Q8NHI6
KIR3DL2	Q8NHK6
KIR3DL2	Q8NHL1
KIR3DL2	Q8NHL2
KIR3DL2	Q9BQU0
KLK1	A0A1L2BPJ1
KLK1	A0A1L2BPJ2
KLK1	M0R318
KLK1	P06870
KLK1	Q6T776
KMT2D	A0A2S0X0M0
KMT2D	A0A3B3ISC8
KMT2D	H0YEF2
KMT2D	O14686
LARGE2	E9PIZ2
LARGE2	H0YDB8
LARGE2	H0YDU6
LARGE2	Q8N3Y3
LARP1	A0A0B4J210
LARP1	E5RH50
LARP1	E5RHK4
LARP1	H0YAN4
LARP1	H0YAX9
LARP1	H0YBJ5
LARP1	H0YBM7
LARP1	H0YBR8
LARP1	H0YBW1
LARP1	H0YC33
LARP1	H0YC73
LARP1	Q6PKG0
LARP4B	A0A087X183
LARP4B	B5MCU2
LARP4B	H0Y4V9
LARP4B	H0Y641
LARP4B	Q92615
LARP4B	V9GYI5
LARP4B	X6RCG6
LARP7	D6R9Z6
LARP7	D6RAF3
LARP7	D6RBH8
LARP7	D6RF22
LARP7	D6RF49
LARP7	D6RFF0
LARP7	H0YA82
LARP7	Q4G0J3
LARP7	Q96IZ8
LDB1	A0A6E1WJ75
LDB1	Q86U70
LGALS3	G3V3R6
LGALS3	G3V407
LGALS3	P17931
LGALS3	Q6FGL0
LGALS3	Q6NVH9
LILRA5	A0A0U4ARJ3
LILRA5	A6NI73
LILRA6	A0A0G2JLX6
LILRA6	A0A0G2JLX9
LILRA6	A0A0G2JM95
LILRA6	A0A0G2JMN6
LILRA6	A0A0G2JMX0
LILRA6	A0A0G2JN36
LILRA6	A0A0G2JN43
LILRA6	A0A0G2JPA2
LILRA6	A0A0G2JPN1
LILRA6	A0A0G2JPR9
LILRA6	A0A0G2JPW1
LILRA6	A0A0G2JPW2
LILRA6	A0A0G2JPY1
LILRA6	A0A0G2JQ24
LILRA6	A0A0G2JQ25
LILRA6	A0A0G2JQ26
LILRA6	B5ME96
LILRA6	Q6PI73
LILRA6	U5QB67
LILRA6	U5QBB5
LILRA6	U5QBC0
LILRA6	U5QBG3
LILRA6	U5QBG7
LILRA6	U5QEL4
LILRA6	U5QEL9
LILRA6	U5QET3
LILRA6	U5QET8
LILRA6	U5XH19
LILRA6	U5XH23
LILRA6	U5XH26
LILRA6	U5XHD7
LILRA6	U5XHE0
LILRA6	U5XHE4
LILRA6	U5XI37
LILRA6	U5XJZ2
LILRA6	U5XKI1
LILRB2	A0A0G2JLS7
LILRB2	A0A0G2JM05
LILRB2	A0A0G2JMW1
LILRB2	A0A0G2JN35
LILRB2	A0A0G2JNE7
LILRB2	A0A0G2JNH0
LILRB2	A0A0G2JNQ7
LILRB2	A0A0G2JNT8
LILRB2	A0A0G2JPH5
LILRB2	A0A0G2JQ48
LILRB2	A0A140JSW6
LILRB2	H7C0C3
LILRB2	Q8N423
LMAN2	A0A384NPY7
LMAN2	D6RBH1
LMAN2	D6RBV2
LMAN2	D6RDX1
LMAN2	D6RIU4
LMAN2	Q12907
LOX	A0A7P0SNB0
LOX	B0AZT2
LOX	B7ZAJ4
LOX	D0PNI2
LOX	H0YAL3
LOX	P28300
LOX	Q96PQ9
LRIT3	A0A0A0MR64
LRIT3	Q3SXY7
LUC7L	A8MYV2
LUC7L	B8ZZ08
LUC7L	B8ZZ09
LUC7L	B8ZZ10
LUC7L	B8ZZ12
LUC7L	D3DU41
LUC7L	F2Z322
LUC7L	F8WBC1
LUC7L	H7C2U4
LUC7L	Q1W6G4
LUC7L	Q9NQ29
MAP4	A0A024R2S1
MAP4	A0A024R2V0
MAP4	A0A024R2V2
MAP4	A0A0J9YVV8
MAP4	A0A0J9YW37
MAP4	B5MEG9
MAP4	E7EVA0
MAP4	F8W9U4
MAP4	H0Y2V1
MAP4	H7C456
MAP4	H7C4C5
MAP4	P27816
MAP4	Q05D06
MAP4	Q6NX68
MAP4	Q86Y04
MAP7D1	A1L1B7
MAP7D1	C9JIR3
MAP7D1	E9PLH3
MAP7D1	H0YF21
MAP7D1	Q3KQU3
MAP7D1	Q6NX58
MAPK14	A0A024RD15
MAPK14	B4E0K5
MAPK14	B5TY33
MAPK14	E7EX54
MAPK14	H7C4E2
MAPK14	L7RSM2
MAPK14	Q16539
MARK1	A0A087X0I6
MARK1	A0A7I2V4P8
MARK1	A0A7I2V550
MARK1	A0A7I2V624
MARK1	A0A7I2YQC1
MARK1	B4DIB3
MARK1	Q9P0L2
MARK1	X5D2M4
MARK1	X5D7J4
MARK1	X5D9P2
MARK1	X5DNR8
MARK2	A0A024R555
MARK2	A0A024R5B2
MARK2	A0A0A0MRU9
MARK2	A0A1B0GXH6
MARK2	A0A7I2V3R3
MARK2	A0A7I2YQF3
MARK2	A0A7I2YQR3
MARK2	E7ETY4
MARK2	E9PC69
MARK2	F5H4F6
MARK2	F5H4J8
MARK2	F5H6N2
MARK2	Q7KZI7
MARK3	A0A7I2V2E3
MARK3	A0A7I2V2I9
MARK3	A0A7I2V2J6
MARK3	A0A7I2V2N8
MARK3	A0A7I2V2U9
MARK3	A0A7I2V3B9
MARK3	A0A7I2V3C6
MARK3	A0A7I2V3I9
MARK3	A0A7I2V3K2
MARK3	A0A7I2V3P5
MARK3	A0A7I2V3Q1
MARK3	A0A7I2V3X7
MARK3	A0A7I2V409
MARK3	A0A7I2V483
MARK3	A0A7I2V4G7
MARK3	A0A7I2V4K8
MARK3	A0A7I2V4L1
MARK3	A0A7I2V4T2
MARK3	A0A7I2V4T5
MARK3	A0A7I2V549
MARK3	A0A7I2V5G3
MARK3	A0A7I2V5H7
MARK3	A0A7I2V5Z7
MARK3	A0A7I2V602
MARK3	A0A7I2V639
MARK3	A0A7I2YQ84
MARK3	A0A7I2YQ91
MARK3	A0A7I2YQF4
MARK3	A0A7I2YQF7
MARK3	A0A7I2YQJ7
MARK3	A2SY06
MARK3	H0YIY6
MARK3	H0YJI9
MARK3	H0YKP9
MARK3	H0YNV4
MARK3	J3KNR0
MARK3	P27448
MAT2B	E5RJR3
MAT2B	H7C0X7
MAT2B	Q9NZL9
MCTS1	Q9ULC4
MDGA2	A0A7D9N0L9
MDGA2	E9PMG9
MDGA2	G3V5U0
MDGA2	G3V5Z1
MDGA2	H0YJ52
MDGA2	Q7Z553
MDM2	A0A0A8K972
MDM2	A0A0A8K975
MDM2	A0A0A8K978
MDM2	A0A0A8K982
MDM2	A0A0A8K986
MDM2	A0A0A8K992
MDM2	A0A0A8K9A1
MDM2	A0A0A8K9A4
MDM2	A0A0A8K9G1
MDM2	A0A0A8K9G9
MDM2	A0A0A8K9H4
MDM2	A0A0A8K9H7
MDM2	A0A0A8K9I1
MDM2	A0A0A8KA03
MDM2	A0A0A8KA06
MDM2	A0A0A8KA17
MDM2	A0A0A8KB67
MDM2	A0A0A8KB70
MDM2	A0A0A8KB75
MDM2	A0A0A8KB78
MDM2	A0A0A8KB88
MDM2	A0A0A8KB92
MDM2	A0A0A8KB97
MDM2	A0A0A8KBA1
MDM2	A0A0C4DFR5
MDM2	A0A1B0GXJ6
MDM2	A7UKX8
MDM2	A8WFP2
MDM2	D0EKL1
MDM2	E5RHE2
MDM2	E5RJQ0
MDM2	E7EMW5
MDM2	E7EPE2
MDM2	F5GWH7
MDM2	F5GZB0
MDM2	F5GZC3
MDM2	F5H1M7
MDM2	F5H4Q8
MDM2	F6UXB6
MDM2	G3XA89
MDM2	J3KN53
MDM2	J3QST1
MDM2	Q00987
MDM2	Q546E6
MDM2	Q8NDV9
MDM2	Q8NDW0
MDM2	Q8NDW1
MDM2	Q8NDW2
MDM2	Q8TE47
MDM2	Q8WYJ3
MDM2	Q96DS0
MDM2	Q96DS1
MDM2	Q96DS2
MDM2	Q96DS3
MDM2	Q96DS4
MDM2	Q96DS5
MDM2	Q9H4C2
MDM2	Q9H4C3
MDM2	Q9H4C4
MDM2	Q9H4C5
MDN1	M0QXR3
MDN1	Q5T795
MDN1	Q6PJJ1
MDN1	Q9NU22
MED16	A0A087WU12
MED16	A0A0J9YW49
MED16	A0A0J9YXA0
MED16	A0A0J9YXE6
MED16	A0A0J9YXE7
MED16	A0A0J9YXK9
MED16	A0A0J9YXL6
MED16	A0A0J9YY02
MED16	A0A0J9YYC6
MED16	B9TWZ5
MED16	B9TWZ6
MED16	B9TWZ7
MED16	B9TWZ8
MED16	B9TWZ9
MED16	B9TX00
MED16	B9TX01
MED16	B9TX02
MED16	B9TX03
MED16	B9TX04
MED16	B9TX05
MED16	B9TX06
MED16	B9TX07
MED16	B9TX08
MED16	B9TX09
MED16	B9TX10
MED16	B9TX11
MED16	B9TX12
MED16	B9TX13
MED16	B9TX14
MED16	B9TX15
MED16	B9TX16
MED16	B9TX17
MED16	B9TX18
MED16	B9TX19
MED16	B9TX20
MED16	B9TX21
MED16	B9TX22
MED16	B9TX23
MED16	B9TX24
MED16	B9TX25
MED16	B9TX26
MED16	B9TX27
MED16	B9TX28
MED16	K7EKS6
MED16	K7EKX2
MED16	K7EKX6
MED16	Q9Y2X0
MED16	U3KQ43
MED16	U3KQB4
MEPCE	Q7L2J0
MFGE8	A0A024RC55
MFGE8	A0A024RC59
MFGE8	A0A087WUV5
MFGE8	H0YKB5
MFGE8	H0YKS8
MFGE8	Q08431
MGST3	A0A024R8Z1
MGST3	O14880
MGST3	Q5VV87
MGST3	Q5VV89
MIB1	L8EA82
MIB1	Q86YT6
MIPOL1	A0A0S2Z5W3
MIPOL1	A0A0S2Z5W4
MIPOL1	A0A0S2Z674
MIPOL1	G3V2C4
MIPOL1	G3V3K8
MIPOL1	G3V5R6
MIPOL1	G5EA54
MIPOL1	Q49AL5
MIPOL1	Q4G0U7
MIPOL1	Q8TD10
MMS19	B0QZ77
MMS19	F8WCH8
MMS19	H0Y746
MMS19	H0Y7V3
MMS19	H7C0A9
MMS19	H7C1W5
MMS19	Q5T454
MMS19	Q96T76
MNAT1	A0A024R669
MNAT1	A0A024R688
MNAT1	A0A0S2Z414
MNAT1	H0YJ92
MNAT1	H0YJF2
MNAT1	P51948
MOGS	A0A3B3IRI1
MOGS	A0A3B3IRI7
MOGS	A0A3B3IRK6
MOGS	A0A3B3IRW2
MOGS	A0A3B3IS52
MOGS	A0A3B3ITC1
MOGS	A0A3B3ITU6
MOGS	A0A3B3IU81
MOGS	B4E3B8
MOGS	B8ZZE2
MOGS	C9JDQ1
MOGS	Q13724
MOV10	Q5JR04
MOV10	Q9HCE1
MPHOSPH10	O00566
MPHOSPH10	U3KQ48
MPO	J3QSF7
MPO	P05164
MPO	Q16771
MPZL3	E9PPB1
MPZL3	Q6UWV2
MRPL47	Q9HD33
MRPS2	A0A024R8D4
MRPS2	Q5T8A0
MRPS2	Q96Q47
MRPS2	Q9Y399
MRPS25	E7EPW2
MRPS25	P82663
MRPS25	Q96Q22
MRPS27	A0A024RAJ1
MRPS27	D6RH20
MRPS27	D6RJC7
MRPS27	E5RJ73
MRPS27	G5EA06
MRPS27	Q6PKB3
MRPS27	Q92552
MRPS5	P82675
MSN	P26038
MSN	Q6PJT4
MSN	V9GZ54
MTARC1	H0YDX4
MTARC1	H7BYZ9
MTARC1	Q5VT66
MTARC1	X6RIL1
MTCH1	A0A024RCX4
MTCH1	A0A024RD08
MTCH1	A4FVA6
MTCH1	H0Y8C3
MTCH1	H7C196
MTCH1	Q8IW90
MTCH1	Q9NZJ7
MYADM	A0A494C017
MYADM	A0A499FIY8
MYADM	C9JC07
MYADM	C9JJV6
MYADM	C9JZL8
MYADM	Q96S97
MYCBP2	A0A087WY34
MYCBP2	A0A0C4DGY7
MYCBP2	A0A499FJI4
MYCBP2	H7C3U4
MYCBP2	O75592
NAA40	F2YHM7
NAA40	F5GXF6
NAA40	F5GY41
NAA40	F5H2C9
NAA40	Q86UY6
NAA60	I3L153
NAA60	I3L1B9
NAA60	I3L1T4
NAA60	I3L1X5
NAA60	I3L205
NAA60	I3L2B4
NAA60	I3L2K7
NAA60	I3L2M6
NAA60	I3L4Q3
NAA60	I3L4Q5
NAA60	I3L4T5
NAA60	Q9H7X0
NARS2	E9PRK2
NARS2	H0YE96
NARS2	H0YEL9
NARS2	Q96I59
NAT14	M0QZH3
NAT14	M0R1E3
NAT14	M0R284
NAT14	Q8WUY8
NCOA1	B5MCN7
NCOA1	Q15788
NCOA3	Q0IIN7
NCOA3	Q569F6
NCOA3	Q9Y6Q9
NCR3LG1	Q68D85
NDFIP2	A0A0C4DGW0
NDFIP2	A0A3B3IRK3
NDFIP2	B4DGY6
NDFIP2	H7C5F7
NDFIP2	Q9NV92
NDOR1	Q9UHB4
NDUFAF1	A0A024R9L0
NDUFAF1	A0A7I2V4I7
NDUFAF1	A0A7I2YQA4
NDUFAF1	H0YL22
NDUFAF1	H0YNB7
NDUFAF1	H0YNN4
NDUFAF1	Q9Y375
NDUFAF2	A0A0S2Z5T4
NDUFAF2	A0A0S2Z5U1
NDUFAF2	A0A0S2Z5U2
NDUFAF2	A0A7I2V3X5
NDUFAF2	A0A7I2V4Z7
NDUFAF2	A0A7I2YQX2
NDUFAF2	D6RA56
NDUFAF2	H0YA50
NDUFAF2	Q8N183
NDUFB3	A0A024R413
NDUFB3	C9JKQ2
NDUFB3	O43676
NDUFB9	A0A3B3IT57
NDUFB9	A0A7I2V620
NDUFB9	A0A7I2YQN0
NDUFB9	E7EWZ0
NDUFB9	E9PF49
NDUFB9	E9PH64
NDUFB9	Q9Y6M9
NEDD8	F8VSA6
NEDD8	Q15843
NEDD8	Q96L81
NEK9	A0A024R6D1
NEK9	A0A7I2V454
NEK9	A0A7I2V4E9
NEK9	A0A7I2V5R1
NEK9	G3V2Z5
NEK9	G3V459
NEK9	G3V5V0
NEK9	G3V5V6
NEK9	L8EAL4
NEK9	Q6PKF2
NEK9	Q8TD19
NELFCD	H0UI80
NELFCD	Q8IXH7
NELFCD	X6RLT1
NEU1	A0A0G2JKS5
NEU1	E9PIF4
NEU1	Q5JQI0
NEU1	Q6IBT5
NEU1	Q6Q4G7
NEU1	Q6Q4G8
NEU1	Q6Q4G9
NEU1	Q99519
NFAM1	F8WE95
NFAM1	Q8NET5
NGDN	G3V4G1
NGDN	H0YJ17
NGDN	H0YJQ1
NGDN	Q8NEJ9
NGLY1	A0A0C4DFP4
NGLY1	A0A6Q8PF23
NGLY1	A0A6Q8PFQ1
NGLY1	A0A6Q8PGC8
NGLY1	A0A6Q8PHH7
NGLY1	A0A6Q8PHJ3
NGLY1	C9JU75
NGLY1	H0Y2P2
NGLY1	Q96IV0
NGLY1	Q9NV10
NIN	A0A0B4J215
NIN	A0A669KBB6
NIN	A0A669KBE5
NIN	A0A669KBI5
NIN	A0A669KBK6
NIN	A0A6F7YPF6
NIN	C9J066
NIN	E9PJH9
NIN	E9PN67
NIN	H7C162
NIN	H9KV85
NIN	Q8N4C6
NIN	R4GN85
NINL	H0Y2V7
NINL	Q9Y2I6
NLRX1	C9J0R6
NLRX1	C9JLK8
NLRX1	C9JQE9
NLRX1	Q86UT6
NNT	A0A024R0C3
NNT	A0A590UJA4
NNT	A0A590UJI3
NNT	A0A590UJM2
NNT	A0A590UJM7
NNT	A0A590UJV8
NNT	A0A590UK15
NNT	A0A590UK29
NNT	A0A590UKC7
NNT	D6RAI5
NNT	D6RCR6
NNT	D6RHU2
NNT	E9PCX7
NNT	H0Y9R2
NNT	Q13423
NNT	Q2TB59
NNT	Q8N5H5
NOL10	H7C1Z3
NOL10	Q9BSC4
NONO	A0A0S2Z4E7
NONO	A0A0S2Z4Z9
NONO	A0A7I2V447
NONO	A0A7I2V464
NONO	A0A7I2V4J2
NONO	A0A7I2V4K9
NONO	A0A7I2V4N2
NONO	A0A7I2V535
NONO	A0A7I2V5Y7
NONO	A0A7I2YQK8
NONO	A0A7P0MRW0
NONO	C9IZL7
NONO	C9J4X2
NONO	C9JJ13
NONO	C9JYS8
NONO	H7C367
NONO	Q15233
NPC2	A0A024R6C0
NPC2	E7EMS2
NPC2	G3V2V8
NPC2	G3V3D1
NPC2	G3V3E8
NPC2	H0YIZ1
NPC2	H0YJE2
NPC2	J3KMY5
NPC2	P61916
NPTX1	Q15818
NQO2	A0A024QZT9
NQO2	A2A2U4
NQO2	P16083
NQO2	Q5TD05
NQO2	Q5TD07
NQO2	U3KQG7
NSD2	A0A7I2V2S2
NSD2	A0A7I2YQS5
NSD2	A0A7P0P278
NSD2	D6R9V2
NSD2	D6RFE7
NSD2	D6RIS1
NSD2	H0Y9L4
NSD2	H0Y9U6
NSD2	O96028
NUB1	C9JRT6
NUB1	F8WDB6
NUB1	F8WDL9
NUB1	H3BM14
NUB1	H3BM74
NUB1	H7C5E1
NUB1	H7C5N1
NUB1	Q9Y5A7
NUP155	A0A024R071
NUP155	D6RA13
NUP155	E9PF10
NUP155	O75694
NUP210	Q8TEM1
NUP214	A0A024R8B6
NUP214	A0A0A0MSW3
NUP214	A0A494BZU9
NUP214	A0A494C0J0
NUP214	A0A494C0Y1
NUP214	A0A494C104
NUP214	A0A494C1F2
NUP214	B7ZAV2
NUP214	E9PKD2
NUP214	E9PS86
NUP214	H0Y837
NUP214	H0YDH2
NUP214	H0YDI2
NUP214	H0YDS4
NUP214	H0YED3
NUP214	H0YF36
NUP214	P35658
NUP35	C9IYQ7
NUP35	C9JIY9
NUP35	C9JWU7
NUP35	F8WCF5
NUP35	F8WEL4
NUP35	Q8NFH5
NUP54	D6RAH0
NUP54	D6RB65
NUP54	D6RBF7
NUP54	D6RFI8
NUP54	Q7Z3B4
NUP58	F8WBZ1
NUP58	F8WC35
NUP58	F8WCJ8
NUP58	H7BYF2
NUP58	Q5JRG1
NUP58	Q9BVL2
NUP62	M0QX10
NUP62	M0QX13
NUP62	M0QX64
NUP62	M0QXN5
NUP62	M0QYY0
NUP62	M0QZL5
NUP62	M0R0B7
NUP62	M0R1S1
NUP62	M0R302
NUP62	P37198
NUP85	F5H0W7
NUP85	J3KRC0
NUP85	J3KS87
NUP85	J3KSH3
NUP85	J3KT10
NUP85	J3KTC7
NUP85	J3QL49
NUP85	J3QL54
NUP85	J3QL91
NUP85	J3QLD4
NUP85	J3QLH0
NUP85	J3QLV0
NUP85	J3QRY3
NUP85	J3QS63
NUP85	Q9BW27
NUP88	I3L245
NUP88	I3L2W3
NUP88	I3L4K7
NUP88	J3KMX1
NUP88	Q99567
NUP98	A0A024RCC4
NUP98	A0A1D8GZ55
NUP98	A0A1D8GZ56
NUP98	A0A1D8GZ64
NUP98	A0A3B3ITD8
NUP98	E9PNN0
NUP98	H0YCR0
NUP98	H0YCT1
NUP98	H0YDA1
NUP98	H0YDF4
NUP98	H0YEN4
NUP98	H7BYP8
NUP98	H7C3P6
NUP98	P52948
NUP98	Q9HDC8
NUTF2	A0A024R6Y2
NUTF2	H3BRV9
NUTF2	P61970
OASL	A0A7P0T9H8
OASL	A0A7P0TB39
OASL	A0A7P0TBF4
OASL	H0YGP3
OASL	Q15646
OAT	P04181
OS9	B4E321
OS9	F8VWQ2
OS9	F8VZI7
OS9	F8W0R2
OS9	F8W1N0
OS9	F8W1V2
OS9	Q13438
OS9	Q9BR60
OSBPL5	E9PIJ6
OSBPL5	E9PJE6
OSBPL5	E9PLN3
OSBPL5	E9PNH0
OSBPL5	E9PPQ2
OSBPL5	E9PQB4
OSBPL5	E9PRA9
OSBPL5	H0YCD7
OSBPL5	Q9H0X9
OSBPL8	A0A024RBB8
OSBPL8	F8VQX7
OSBPL8	F8VS33
OSBPL8	F8VUA7
OSBPL8	F8VVD3
OSBPL8	F8VVE7
OSBPL8	F8VZ43
OSBPL8	F8VZB8
OSBPL8	F8W060
OSBPL8	F8W1F1
OSBPL8	L8ECJ0
OSBPL8	Q641R2
OSBPL8	Q96E43
OSBPL8	Q9BZF1
OSCAR	A0A087WV17
OSCAR	A0A087X0P3
OSCAR	A0A087X1R2
OSCAR	A0A0A0MR14
OSCAR	A0A0A0MRF2
OSCAR	A0A0G2JMM7
OSCAR	A0A0G2JNK2
OSCAR	A8MWV3
OSCAR	Q8IYS5
P2RX1	D3DTJ7
P2RX1	I3L3H3
P2RX1	K4JYE8
P2RX1	P51575
P2RX1	Q6PIW1
P2RX3	A0A087X210
P2RX3	H0YDR6
P2RX3	P56373
P2RX4	B7Z4R5
P2RX4	F5GZQ9
P2RX4	F5H1M6
P2RX4	F5H2S3
P2RX4	F6SFZ6
P2RX4	H0YF70
P2RX4	K4KBD6
P2RX4	Q99571
P2RY2	A0A024R5N1
P2RY2	C6G7W1
P2RY2	C6G7W2
P2RY2	P41231
P2RY4	C6G7W3
P2RY4	C6G7W4
P2RY4	P51582
P4HA3	E9PM97
P4HA3	H0YCC3
P4HA3	Q7Z4N8
PABPC1	A0A024R9C1
PABPC1	A0A024R9E2
PABPC1	A0A087WTT1
PABPC1	A0A7I2V3J9
PABPC1	A0A7I2V4N4
PABPC1	A0A7I2V649
