gene	is_in_crispr	is_in_drugcentral	is_in_hats	is_in_jdti	is_in_natdt	is_in_phipster	is_in_preprint	is_in_string	is_in_taiml	node_type	target_type	tdl	tdl_priority	uniprot	metadata
PSMD8	False	False	False	False	False	False	True	True	False	target	human	Tbio	3.0	P48556	metadata
PSME3	True	False	False	False	False	False	False	True	False	target	human	Tbio	3.0	P61289	metadata;role_crispr:sensitization_anti-viral
PTBP2	False	False	False	False	False	False	True	True	False	target	human	Tbio	3.0	Q9UKA9	metadata
PTEN	False	False	False	False	False	False	False	True	False	target	human	Tchem	2.0	P60484	metadata
PTGES2	False	False	False	False	False	False	True	True	False	target	human	Tchem	2.0	Q9H7Z7	metadata
PTH	False	False	False	True	False	False	False	True	False	target	human	Tbio	3.0	P01270	metadata
PTPA	False	False	True	False	True	False	False	True	False	target	human	Tchem	2.0	Q15257	metadata
PTPN1	False	True	True	False	True	False	False	True	False	target	human	Tchem	2.0	P18031	metadata
PTPRA	False	False	True	False	False	False	False	True	False	target	human	Tchem	2.0	P18433	metadata
PTPRU	False	False	False	False	False	False	False	True	True	target	human	Tbio	3.0	Q92729	metadata
PUSL1	False	False	False	False	False	False	True	True	False	target	human	Tdark	4.0	Q8N0Z8	metadata
PVR	False	False	False	False	False	False	True	True	False	target	human	Tbio	3.0	P15151	metadata
PYCR2	False	False	False	False	True	False	False	True	False	target	human	Tbio	3.0	Q96C36	metadata
QSOX2	False	False	False	False	False	False	True	True	False	target	human	Tbio	3.0	Q6ZRP7	metadata
RAB10	False	False	False	False	False	False	True	True	False	target	human	Tbio	3.0	P61026	metadata
RAB14	False	False	False	False	False	False	True	True	False	target	human	Tbio	3.0	P61106	metadata
RAB18	False	False	False	False	False	False	True	True	False	target	human	Tbio	3.0	Q9NP72	metadata
RAB1A	False	False	False	False	False	False	True	True	False	target	human	Tbio	3.0	P62820	metadata
RAB2A	False	False	False	False	False	False	True	True	False	target	human	Tbio	3.0	P61019	metadata
RAB43	False	False	False	False	False	False	False	True	True	target	human	Tbio	3.0	Q86YS6	metadata
RAB5C	False	False	False	False	False	False	True	True	False	target	human	Tbio	3.0	P51148	metadata
RAB7A	False	False	False	False	False	False	True	True	False	target	human	Tbio	3.0	P51149	metadata
RAB8A	False	False	False	False	False	False	True	True	False	target	human	Tbio	3.0	P61006	metadata
RACK1	False	False	False	False	False	False	False	True	False	target	human	Tbio	3.0	P63244	metadata
RAD23B	False	False	False	False	False	True	False	True	True	target	human	Tbio	3.0	P54727	metadata
RAD54L2	True	False	False	False	False	False	False	True	False	target	human	Tdark	4.0	Q9Y4B4	metadata;role_crispr:resistance_pro_viral
RAE1	False	False	False	False	False	False	True	True	False	target	human	Tbio	3.0	P78406	metadata
RALA	False	False	False	False	False	False	True	True	False	target	human	Tbio	3.0	P11233	metadata
RAN	False	False	False	False	False	False	False	True	False	target	human	Tbio	3.0	P62826	metadata
RANBP2	False	False	False	False	False	False	False	True	False	target	human	Tbio	3.0	P49792	metadata
RAP1GDS1	False	False	False	False	False	False	True	True	True	target	human	Tbio	3.0	P52306	metadata
RB1	False	False	True	False	False	False	False	False	False	target	human	Tchem	2.0	P06400	metadata
RBBP4	True	False	False	False	False	False	False	True	False	target	human	Tbio	3.0	Q09028	metadata;role_crispr:sensitization_anti-viral
RBM25	False	False	False	False	False	False	False	True	True	target	human	Tbio	3.0	P49756	metadata
RBM28	False	False	False	False	False	False	True	True	True	target	human	Tbio	3.0	Q9NW13	metadata
RBM41	False	False	False	False	False	False	True	True	False	target	human	Tdark	4.0	Q96IZ5	metadata
RBX1	False	False	True	False	False	False	True	False	False	target	human	Tbio	3.0	P62877	metadata
RDX	False	False	False	False	False	False	True	True	False	target	human	Tbio	3.0	P35241	metadata
REEP3	False	False	False	False	False	False	False	True	True	target	human	Tbio	3.0	Q6NUK4	metadata
REEP5	False	False	False	False	False	False	True	True	True	target	human	Tbio	3.0	Q00765	metadata
REEP6	False	False	False	False	False	False	True	False	True	target	human	Tbio	3.0	Q96HR9	metadata
RELA	False	False	True	False	False	False	False	True	False	target	human	Tchem	2.0	Q04206	metadata
RET	False	True	True	False	False	False	False	False	False	target	human	Tclin	1.0	P07949	metadata
RETREG3	False	False	False	False	False	False	True	True	False	target	human	Tdark	4.0	Q86VR2	metadata
RFC4	False	False	False	False	False	False	False	True	False	target	human	Tbio	3.0	P35249	metadata
RHOA	False	False	True	False	False	False	True	True	False	target	human	Tbio	3.0	P61586	metadata
RIPK1	False	True	True	False	False	False	True	True	False	target	human	Tchem	2.0	Q13546	metadata
RNF41	False	False	False	False	False	False	True	True	False	target	human	Tbio	3.0	Q9H4P4	metadata
ROBO2	False	False	False	False	False	False	False	True	True	target	human	Tbio	3.0	Q9HCK4	metadata
ROCK1	False	True	True	False	False	False	False	False	False	target	human	Tclin	1.0	Q13464	metadata
RPL10A	False	False	False	False	True	False	False	True	False	target	human	Tbio	3.0	P62906	metadata
RPL11	False	False	False	False	False	False	False	True	False	target	human	Tbio	3.0	P62913	metadata
RPL13A	False	False	False	False	False	False	False	True	False	target	human	Tbio	3.0	P40429	metadata
RPL15	False	False	False	False	False	False	False	True	False	target	human	Tbio	3.0	P61313	metadata
RPL18	False	False	False	False	False	False	False	True	False	target	human	Tbio	3.0	Q07020	metadata
RPL22	False	False	False	False	False	False	False	True	False	target	human	Tbio	3.0	P35268	metadata
RPL23	False	False	False	False	False	False	False	True	False	target	human	Tbio	3.0	P62829	metadata
RPL26	False	False	False	False	False	False	False	True	False	target	human	Tbio	3.0	P61254	metadata
RPL27	False	False	False	False	False	False	False	True	False	target	human	Tbio	3.0	P61353	metadata
RPL29	False	False	False	False	False	False	False	True	False	target	human	Tbio	3.0	P47914	metadata
RPL30	False	False	False	False	False	False	False	True	False	target	human	Tbio	3.0	P62888	metadata
RPL31	False	False	False	False	False	False	False	True	False	target	human	Tbio	3.0	P62899	metadata
RPL35A	False	False	False	False	False	False	False	True	False	target	human	Tbio	3.0	P18077	metadata
RPL36	False	False	False	False	False	False	True	True	False	target	human	Tbio	3.0	Q9Y3U8	metadata
RPL37A	False	False	False	False	False	False	False	True	False	target	human	Tbio	3.0	P61513	metadata
RPL38	False	False	False	False	False	False	False	True	False	target	human	Tbio	3.0	P63173	metadata
RPL4	False	False	False	False	False	False	False	True	False	target	human	Tbio	3.0	P36578	metadata
RPL5	False	False	False	False	False	False	False	True	False	target	human	Tbio	3.0	P46777	metadata
RPL6	False	False	False	False	False	False	False	True	False	target	human	Tbio	3.0	Q02878	metadata
RPLP0	False	False	False	False	False	False	False	True	False	target	human	Tbio	3.0	P05388	metadata
RPS10	False	False	False	False	False	False	False	True	False	target	human	Tbio	3.0	P46783	metadata
RPS11	False	False	False	False	False	False	False	True	False	target	human	Tbio	3.0	P62280	metadata
RPS16	False	False	False	False	False	False	False	True	False	target	human	Tbio	3.0	P62249	metadata
RPS18	False	False	False	False	False	False	False	True	False	target	human	Tbio	3.0	P62269	metadata
RPS19	False	False	False	False	False	False	False	True	False	target	human	Tbio	3.0	P39019	metadata
RPS2	False	False	False	False	False	False	False	True	False	target	human	Tbio	3.0	P15880	metadata
RPS20	False	False	False	False	False	False	False	True	False	target	human	Tbio	3.0	P60866	metadata
RPS24	False	False	False	False	True	False	False	True	False	target	human	Tbio	3.0	P62847	metadata
RPS25	False	False	False	False	False	False	False	True	False	target	human	Tbio	3.0	P62851	metadata
RPS26	False	False	False	False	False	False	False	True	False	target	human	Tbio	3.0	P62854	metadata
RPS27A	False	False	False	False	False	True	False	True	True	target	human	Tbio	3.0	P62979	metadata
RPS28	False	False	False	False	False	False	False	True	False	target	human	Tbio	3.0	P62857	metadata
RPS29	False	False	False	False	False	False	False	True	False	target	human	Tbio	3.0	P62273	metadata
RPS3	False	False	False	False	False	False	False	True	False	target	human	Tbio	3.0	P23396	metadata
RPS3A	False	False	False	False	False	False	False	True	False	target	human	Tbio	3.0	P61247	metadata
RPS4X	False	False	False	False	False	False	False	True	False	target	human	Tbio	3.0	P62701	metadata
RPS5	False	False	False	False	False	False	False	True	False	target	human	Tbio	3.0	P46782	metadata
RPS6	False	False	False	False	False	False	False	True	False	target	human	Tbio	3.0	P62753	metadata
RPS6KA4	False	True	True	False	False	False	False	False	False	target	human	Tchem	2.0	O75676	metadata
RPS7	False	False	False	False	False	False	False	True	False	target	human	Tbio	3.0	P62081	metadata
RPS8	False	False	False	False	False	False	False	True	False	target	human	Tbio	3.0	P62241	metadata
RPS9	False	False	False	False	False	False	False	True	False	target	human	Tbio	3.0	P46781	metadata
RPSA	False	False	False	False	False	False	False	True	False	target	human	Tbio	3.0	P08865	metadata
RRM1	False	True	False	False	True	False	False	True	False	target	human	Tclin	1.0	P23921	metadata
RRP9	False	False	False	False	False	False	True	True	True	target	human	Tbio	3.0	O43818	metadata
RTN4	False	False	False	False	False	False	True	True	False	target	human	Tbio	3.0	Q9NQC3	metadata
RUNX2	False	False	True	False	False	False	False	False	False	target	human	Tbio	3.0	Q13950	metadata
RUNX3	True	False	False	False	False	False	False	True	False	target	human	Tbio	3.0	Q13761	metadata;role_crispr:resistance_pro_viral
RYBP	True	False	False	False	False	False	False	True	False	target	human	Tbio	3.0	Q8N488	metadata;role_crispr:resistance_pro_viral
Ran	False	False	False	False	False	False	False	True	False	target	human	unk	6.0		metadata
SAAL1	False	False	False	False	False	False	True	True	False	target	human	Tdark	4.0	Q96ER3	metadata
SBNO1	False	False	False	False	False	False	True	True	False	target	human	Tdark	4.0	A3KN83	metadata
SCAP	False	False	False	False	False	False	True	True	False	target	human	Tbio	3.0	Q12770	metadata
SCARB1	False	False	False	False	False	False	True	True	False	target	human	Tchem	2.0	Q8WTV0	metadata
SCCPDH	False	False	False	False	False	False	True	True	False	target	human	Tbio	3.0	Q8NBX0	metadata
SCN3B	False	True	False	False	False	False	False	True	True	target	human	Tbio	3.0	Q9NY72	metadata
SCN4B	False	True	False	False	False	False	False	True	True	target	human	Tbio	3.0	Q8IWT1	metadata
SCO2	False	False	False	False	True	False	False	True	False	target	human	Tbio	3.0	O43819	metadata
SDF2	False	False	False	False	False	False	True	True	False	target	human	Tbio	3.0	Q99470	metadata
SELENBP1	False	False	False	False	True	False	False	True	False	target	human	Tbio	3.0	Q13228	metadata
SELENOS	False	False	False	False	False	False	True	True	False	target	human	Tbio	3.0	Q9BQE4	metadata
SEMA4B	False	False	False	False	False	False	False	True	True	target	human	Tbio	3.0	Q9NPR2	metadata
SEMA5B	False	False	False	False	False	False	False	True	True	target	human	Tbio	3.0	Q9P283	metadata
SEPSECS	False	False	False	False	False	False	True	True	False	target	human	Tbio	3.0	Q9HD40	metadata
SERPINB13	True	False	False	False	False	False	False	True	False	target	human	Tbio	3.0	Q9UIV8	metadata;role_crispr:resistance_pro_viral
SERTAD4	True	False	False	False	False	False	False	True	False	target	human	Tdark	4.0	Q9NUC0	metadata;role_crispr:resistance_pro_viral
SETD4	False	False	False	False	True	False	False	True	False	target	human	Tdark	4.0	Q9NVD3	metadata
SH3RF1	False	False	False	False	False	False	False	True	False	target	human	Tbio	3.0	Q7Z6J0	metadata
SH3YL1	True	False	False	False	False	False	False	True	False	target	human	Tdark	4.0	Q96HL8	metadata;role_crispr:resistance_pro_viral
SHC1	False	False	True	False	False	False	False	False	False	target	human	Tchem	2.0	P29353	metadata
SIAH1	True	False	False	False	False	False	False	True	False	target	human	Tbio	3.0	Q8IUQ4	metadata;role_crispr:resistance_pro_viral
SIGLEC11	False	False	False	False	False	False	False	True	True	target	human	Tbio	3.0	Q96RL6	metadata
SIGLEC12	False	False	False	False	False	False	False	True	True	target	human	Tbio	3.0	Q96PQ1	metadata
SIGLEC14	False	False	False	False	False	False	False	True	True	target	human	Tbio	3.0	Q08ET2	metadata
SIGMAR1	False	True	False	False	False	False	True	True	False	target	human	Tclin	1.0	Q99720	metadata
SIL1	False	False	False	False	False	False	True	True	False	target	human	Tbio	3.0	Q9H173	metadata
SIRT5	False	True	False	False	False	False	True	True	False	target	human	Tchem	2.0	Q9NXA8	metadata
SLAMF6	False	False	False	False	False	False	False	True	True	target	human	Tbio	3.0	Q96DU3	metadata
SLC16A1	False	False	False	False	True	False	False	True	False	target	human	Tchem	2.0	P53985	metadata
SLC25A18	False	False	False	False	False	False	False	True	True	target	human	Tbio	3.0	Q9H1K4	metadata
SLC25A2	False	False	False	False	False	False	False	True	True	target	human	Tbio	3.0	Q9BXI2	metadata
SLC25A21	False	False	False	False	False	False	True	True	True	target	human	Tbio	3.0	Q9BQT8	metadata
SLC25A26	False	False	False	False	False	False	False	True	True	target	human	Tbio	3.0	Q70HW3	metadata
SLC25A5	False	True	False	False	True	False	False	False	False	target	human	Tbio	3.0	P05141	metadata
SLC27A1	False	False	False	False	False	False	False	True	True	target	human	Tchem	2.0	Q6PCB7	metadata
SLC27A2	False	False	False	False	False	False	True	True	True	target	human	Tbio	3.0	O14975	metadata
SLC28A1	False	True	False	True	False	False	False	True	False	target	human	Tbio	3.0	O00337	metadata
SLC28A3	False	False	False	True	False	False	False	True	False	target	human	Tchem	2.0	Q9HAS3	metadata
SLC29A1	False	True	False	True	False	False	False	True	False	target	human	Tclin	1.0	Q99808	metadata
SLC29A2	False	False	False	True	False	False	False	True	False	target	human	Tbio	3.0	Q14542	metadata
SLC29A3	False	False	False	True	False	False	False	True	False	target	human	Tbio	3.0	Q9BZD2	metadata
SLC30A2	False	False	False	False	False	False	False	False	True	target	human	Tbio	3.0	Q9BRI3	metadata
SLC30A6	False	False	False	False	False	False	True	True	True	target	human	Tbio	3.0	Q6NXT4	metadata
SLC30A7	False	False	False	False	False	False	True	True	True	target	human	Tbio	3.0	Q8NEW0	metadata
SLC30A9	False	False	False	False	False	False	True	True	True	target	human	Tbio	3.0	Q6PML9	metadata
SLC44A2	False	False	False	False	False	False	True	True	True	target	human	Tbio	3.0	Q8IWA5	metadata
SLC44A3	False	False	False	False	False	False	False	True	True	target	human	Tbio	3.0	Q8N4M1	metadata
SLC47A1	False	True	False	True	False	False	False	True	False	target	human	Tchem	2.0	Q96FL8	metadata
SLC5A7	False	True	False	True	False	False	False	True	False	target	human	Tchem	2.0	Q9GZV3	metadata
SLC9A3R1	False	False	False	False	False	False	True	True	False	target	human	Tbio	3.0	O14745	metadata
SLU7	False	False	False	False	False	False	True	True	False	target	human	Tbio	3.0	O95391	metadata
SMAD3	True	False	True	False	False	False	False	True	False	target	human	Tbio	3.0	P84022	metadata;role_crispr:resistance_pro_viral
SMAD4	True	False	False	False	False	False	False	True	False	target	human	Tbio	3.0	Q13485	metadata;role_crispr:resistance_pro_viral
SMAD7	False	False	True	False	False	False	False	False	False	target	human	Tbio	3.0	O15105	metadata
SMARCA1	True	False	False	False	False	False	False	True	False	target	human	Tbio	3.0	P28370	metadata;role_crispr:sensitization_anti-viral
SMARCA4	True	False	False	False	False	False	False	True	False	target	human	Tchem	2.0	P51532	metadata;role_crispr:resistance_pro_viral
SMARCA5	True	False	False	False	False	False	False	True	False	target	human	Tbio	3.0	O60264	metadata;role_crispr:sensitization_anti-viral
SMARCB1	True	False	False	False	False	False	False	True	False	target	human	Tbio	3.0	Q12824	metadata;role_crispr:resistance_pro_viral
SMARCC1	True	False	False	False	False	False	False	True	False	target	human	Tbio	3.0	Q92922	metadata;role_crispr:resistance_pro_viral
SMARCC2	True	False	False	False	False	False	False	True	False	target	human	Tbio	3.0	Q8TAQ2	metadata;role_crispr:resistance_pro_viral
SMARCCA4	True	False	False	False	False	False	False	False	False	target	human	unk	6.0		metadata;role_crispr:resistance_pro_viral
SMARCD1	True	False	False	False	False	False	False	True	False	target	human	Tbio	3.0	Q96GM5	metadata;role_crispr:resistance_pro_viral
SMARCD2	True	False	False	False	False	False	False	True	False	target	human	Tbio	3.0	Q92925	metadata;role_crispr:resistance_pro_viral
SMARCE1	True	False	False	False	False	False	False	True	False	target	human	Tbio	3.0	Q969G3	metadata;role_crispr:resistance_pro_viral
SMG5	True	False	False	False	False	False	False	True	False	target	human	Tbio	3.0	Q9UPR3	metadata;role_crispr:sensitization_anti-viral
SMOC1	False	False	False	False	False	False	True	True	False	target	human	Tbio	3.0	Q9H4F8	metadata
SNIP1	False	False	False	False	False	False	True	True	True	target	human	Tbio	3.0	Q8TAD8	metadata
SNRPB	False	False	False	False	False	False	False	True	False	target	human	Tbio	3.0	P14678	metadata
SNRPD1	False	False	False	False	False	False	False	True	False	target	human	Tbio	3.0	P62314	metadata
SNRPD2	False	False	False	False	False	False	False	True	False	target	human	Tbio	3.0	P62316	metadata
SNRPD3	False	False	False	False	False	False	False	True	False	target	human	Tbio	3.0	P62318	metadata
SNRPF	False	False	False	False	False	False	False	True	False	target	human	Tdark	4.0	P62306	metadata
SNRPG	False	False	False	False	False	False	False	True	False	target	human	Tdark	4.0	P62308	metadata
SORCS1	False	False	False	False	False	False	False	True	True	target	human	Tbio	3.0	Q8WY21	metadata
SPART	False	False	False	False	False	False	True	True	False	target	human	Tbio	3.0	Q8N0X7	metadata
SPTBN5	False	False	False	False	False	True	False	True	False	target	human	Tbio	3.0	Q9NRC6	metadata
SPTY2D1	True	False	False	False	False	False	False	True	False	target	human	Tbio	3.0	Q68D10	metadata;role_crispr:resistance_pro_viral
SQSTM1	False	False	False	False	False	True	False	True	False	target	human	Tbio	3.0	Q13501	metadata
SRC	False	True	True	False	False	False	False	False	False	target	human	Tclin	1.0	P12931	metadata
SRP19	False	False	False	False	False	False	True	True	False	target	human	Tbio	3.0	P09132	metadata
SRP54	False	False	False	False	False	False	True	True	False	target	human	Tbio	3.0	P61011	metadata
SRP72	False	False	False	False	False	False	True	True	False	target	human	Tbio	3.0	O76094	metadata
SRSF1	False	False	False	False	False	False	False	True	False	target	human	Tbio	3.0	Q07955	metadata
SSB	True	False	False	False	False	False	False	True	False	target	human	Tbio	3.0	P05455	metadata;role_crispr:sensitization_anti-viral
STAT1	False	False	True	False	False	True	False	False	False	target	human	Tchem	2.0	P42224	metadata
STAT3	False	True	True	False	False	True	False	True	False	target	human	Tchem	2.0	P40763	metadata
STAT5A	False	False	True	False	False	False	False	False	False	target	human	Tchem	2.0	P42229	metadata
STC2	False	False	False	False	False	False	True	True	False	target	human	Tbio	3.0	O76061	metadata
STOM	False	False	False	False	False	False	True	True	False	target	human	Tbio	3.0	P27105	metadata
STOML2	False	False	False	False	False	False	True	True	False	target	human	Tbio	3.0	Q9UJZ1	metadata
STRAP	True	False	False	False	False	False	False	True	False	target	human	Tbio	3.0	Q9Y3F4	metadata;role_crispr:sensitization_anti-viral
STX6	False	False	False	False	True	False	False	True	False	target	human	Tbio	3.0	O43752	metadata
SUMO1	False	False	False	False	False	False	False	True	False	target	human	Tbio	3.0	P63165	metadata
SUMO2	False	False	False	False	False	True	False	True	False	target	human	Tbio	3.0	P61956	metadata
SUN2	False	False	False	False	False	False	True	True	False	target	human	Tbio	3.0	Q9UH99	metadata
SYT8	False	False	False	False	False	False	False	True	True	target	human	Tbio	3.0	Q8NBV8	metadata
TAF1	False	False	True	False	False	False	False	False	False	target	human	Tchem	2.0	P21675	metadata
TAF13	True	False	False	False	False	False	False	True	False	target	human	Tbio	3.0	Q15543	metadata;role_crispr:sensitization_anti-viral
TAPT1	False	False	False	False	False	False	True	True	False	target	human	Tdark	4.0	Q6NXT6	metadata
TARM1	False	False	False	False	False	False	False	True	True	target	human	Tbio	3.0	B6A8C7	metadata
TARS2	False	False	False	False	False	False	True	True	False	target	human	Tbio	3.0	Q9BW92	metadata
TBCA	False	False	False	False	False	False	True	True	True	target	human	Tbio	3.0	O75347	metadata
TBK1	False	True	True	False	False	False	True	True	False	target	human	Tchem	2.0	Q9UHD2	metadata
TBKBP1	False	False	False	False	False	False	True	True	False	target	human	Tbio	3.0	A7MCY6	metadata
TCF12	False	False	False	False	False	False	True	True	False	target	human	Tbio	3.0	Q99081	metadata
TDP1	False	False	False	True	False	False	False	True	False	target	human	Tchem	2.0	Q9NUW8	metadata
TGFB1	True	False	False	False	False	False	False	True	False	target	human	Tchem	2.0	P01137	metadata;role_crispr:resistance_pro_viral
TGFBR1	False	True	True	False	False	False	False	False	False	target	human	Tchem	2.0	P36897	metadata
THTPA	False	True	False	False	False	False	True	True	False	target	human	Tbio	3.0	Q9BU02	metadata
TIMM10	True	False	False	False	False	False	True	True	True	target	human	Tbio	3.0	P62072	metadata;role_crispr:sensitization_anti-viral
TIMM10B	False	False	False	False	False	False	True	True	False	target	human	Tdark	4.0	Q9Y5J6	metadata
TIMM29	False	False	False	False	False	False	True	True	False	target	human	Tdark	4.0	Q9BSF4	metadata
TIMM8B	False	False	False	False	False	False	True	True	False	target	human	Tbio	3.0	Q9Y5J9	metadata
TIMM9	False	False	False	False	False	False	True	True	True	target	human	Tbio	3.0	Q9Y5J7	metadata
TLE1	False	False	False	False	False	False	True	True	False	target	human	Tbio	3.0	Q04724	metadata
TLE3	False	False	False	False	False	False	True	True	False	target	human	Tbio	3.0	Q04726	metadata
TLE5	False	False	False	False	False	False	True	True	False	target	human	Tbio	3.0	Q08117	metadata
TLR7	False	True	False	True	False	False	False	True	False	target	human	Tclin	1.0	Q9NYK1	metadata
TLR8	False	False	False	True	False	False	False	True	False	target	human	Tchem	2.0	Q9NR97	metadata
TLR9	False	True	False	True	False	False	False	True	False	target	human	Tclin	1.0	Q9NR96	metadata
TM2D3	False	False	False	False	False	False	True	True	False	target	human	Tbio	3.0	Q9BRN9	metadata
TMED5	False	False	False	False	False	False	True	True	False	target	human	Tdark	4.0	Q9Y3A6	metadata
TMEM11	False	False	False	False	True	False	False	True	False	target	human	Tbio	3.0	P17152	metadata
TMEM39B	False	False	False	False	False	False	True	True	False	target	human	Tdark	4.0	Q9GZU3	metadata
TMEM97	False	False	False	False	False	False	True	True	False	target	human	Tchem	2.0	Q5BJF2	metadata
TMIGD3	False	False	False	True	False	False	False	True	False	target	human	Tchem	2.0	P0DMS9	metadata
TMX3	True	False	False	False	False	False	False	True	False	target	human	Tbio	3.0	Q96JJ7	metadata;role_crispr:resistance_pro_viral
TOMM70	False	False	False	False	False	False	True	True	False	target	human	Tbio	3.0	O94826	metadata
TOR1A	False	False	False	False	False	False	True	True	False	target	human	Tbio	3.0	O14656	metadata
TOR1AIP1	False	False	False	False	False	False	True	True	False	target	human	Tbio	3.0	Q5JTV8	metadata
TP53	True	False	True	False	False	False	False	True	False	target	human	Tchem	2.0	P04637	metadata;role_crispr:resistance_pro_viral
TPP2	False	False	False	False	True	False	False	True	False	target	human	Tchem	2.0	P29144	metadata
TPSAB1	False	True	True	True	False	False	False	True	False	target	human	Tclin	1.0	Q15661	metadata
TRAF2	False	False	True	False	False	False	False	False	False	target	human	Tbio	3.0	Q12933	metadata
TRAF3	True	False	False	True	False	False	False	True	False	target	human	Tbio	3.0	Q13114	metadata;role_crispr:resistance_pro_viral
TREML1	False	False	False	False	False	False	False	True	True	target	human	Tbio	3.0	Q86YW5	metadata
TRIM59	False	False	False	False	False	False	True	True	False	target	human	Tbio	3.0	Q8IWR1	metadata
TRIP12	True	False	False	False	False	False	False	True	False	target	human	Tbio	3.0	Q14669	metadata;role_crispr:sensitization_anti-viral
TRMT1	False	False	False	False	False	False	True	True	True	target	human	Tbio	3.0	Q9NXH9	metadata
TRPM4	False	True	False	True	False	False	False	True	False	target	human	Tchem	2.0	Q8TD43	metadata
TUBA1A	False	False	False	False	False	True	False	False	False	target	human	Tchem	2.0	Q71U36	metadata
TUBGCP2	False	False	False	False	False	False	True	True	True	target	human	Tbio	3.0	Q9BSJ2	metadata
TUBGCP3	False	False	False	False	False	False	True	True	True	target	human	Tbio	3.0	Q96CW5	metadata
TXNRD1	False	True	False	False	True	False	False	True	False	target	human	Tclin	1.0	Q16881	metadata
TYMP	False	True	False	False	True	False	False	True	False	target	human	Tclin	1.0	P19971	metadata
TYSND1	False	False	False	False	False	False	True	True	False	target	human	Tbio	3.0	Q2T9J0	metadata
UBA52	False	False	False	False	False	True	False	True	True	target	human	Tbio	3.0	P62987	metadata
UBAP2	False	False	False	False	False	False	True	True	False	target	human	Tbio	3.0	Q5T6F2	metadata
UBAP2L	False	False	False	False	False	False	True	True	False	target	human	Tbio	3.0	Q14157	metadata
UBB	False	False	False	False	False	True	False	True	True	target	human	Tbio	3.0	P0CG47	metadata
UBC	False	False	False	False	False	True	False	True	True	target	human	Tbio	3.0	P0CG48	metadata
UBD	False	False	False	False	False	True	False	True	True	target	human	Tbio	3.0	O15205	metadata
UBE2I	False	False	False	False	False	False	False	True	False	target	human	Tbio	3.0	P63279	metadata
UBE2N	False	False	False	False	False	False	False	True	False	target	human	Tbio	3.0	P61088	metadata
UBQLN2	False	False	False	False	False	True	False	True	True	target	human	Tbio	3.0	Q9UHD9	metadata
UBTD1	False	False	False	False	False	True	False	True	False	target	human	Tdark	4.0	Q9HAC8	metadata
UBXN7	True	False	False	False	False	False	False	True	False	target	human	Tbio	3.0	O94888	metadata;role_crispr:resistance_pro_viral
UBXN8	False	False	False	False	False	False	True	True	False	target	human	Tbio	3.0	O00124	metadata
UGGT2	False	False	False	False	False	False	True	True	False	target	human	Tbio	3.0	Q9NYU1	metadata
UHRF1	False	False	False	False	False	True	False	True	False	target	human	Tbio	3.0	Q96T88	metadata
UNC5A	False	False	False	False	False	False	False	True	True	target	human	Tbio	3.0	Q6ZN44	metadata
UNC5D	False	False	False	False	False	False	False	True	True	target	human	Tbio	3.0	Q6UXZ4	metadata
UNC79	False	False	False	False	False	False	False	True	True	target	human	Tbio	3.0	Q9P2D8	metadata
UPF1	False	False	False	False	False	False	True	True	True	target	human	Tbio	3.0	Q92900	metadata
USP13	False	False	False	False	False	False	True	True	False	target	human	Tchem	2.0	Q92995	metadata
USP54	False	False	False	False	False	False	True	True	False	target	human	Tdark	4.0	Q70EL1	metadata
VCAM1	False	False	False	False	False	True	False	True	True	target	human	Tchem	2.0	P19320	metadata
VCP	False	True	False	False	False	False	False	True	False	target	human	Tchem	2.0	P55072	metadata
VEGFA	False	True	True	False	False	False	False	False	False	target	human	Tclin	1.0	P15692	metadata
VPS11	False	False	False	False	False	False	True	True	False	target	human	Tbio	3.0	Q9H270	metadata
VPS39	False	False	False	False	False	False	True	True	False	target	human	Tbio	3.0	Q96JC1	metadata
VSTM1	False	False	False	False	False	False	False	True	True	target	human	Tbio	3.0	Q6UX27	metadata
WASHC4	False	False	False	False	False	False	True	True	False	target	human	Tdark	4.0	Q2M389	metadata
WFS1	False	False	False	False	False	False	True	True	False	target	human	Tbio	3.0	O76024	metadata
XRCC3	True	False	False	False	False	False	False	True	False	target	human	Tbio	3.0	O43542	metadata;role_crispr:sensitization_anti-viral
YARS	False	True	False	False	True	False	False	False	False	target	human	unk	6.0		metadata
YARS1	False	False	False	False	False	False	False	True	False	target	human	Tchem	2.0	P54577	metadata
YIF1A	False	False	False	False	False	False	True	True	False	target	human	Tdark	4.0	O95070	metadata
YWHAB	False	False	True	False	False	True	False	True	False	target	human	Tchem	2.0	P31946	metadata
YWHAE	False	False	True	False	False	True	False	True	False	target	human	Tbio	3.0	P62258	metadata
YWHAG	False	False	False	False	False	True	False	True	False	target	human	Tbio	3.0	P61981	metadata
YWHAQ	False	False	True	False	False	True	False	True	False	target	human	Tchem	2.0	P27348	metadata
YWHAZ	False	False	True	False	False	True	False	True	False	target	human	Tbio	3.0	P63104	metadata
ZC3H18	False	False	False	False	False	False	True	True	False	target	human	Tdark	4.0	Q86VM9	metadata
ZC3H7A	False	False	False	False	False	False	True	True	False	target	human	Tbio	3.0	Q8IWR0	metadata
ZDHHC5	False	False	False	False	False	False	True	True	True	target	human	Tbio	3.0	Q9C0B5	metadata
ZFHX3	True	False	False	False	False	False	False	True	False	target	human	Tbio	3.0	Q15911	metadata;role_crispr:resistance_pro_viral
